site name,latitude,longitude,number of nearby carwashes,distance from nearest carwash,rating of nearest carwash,user rating count for nearest carwash
"Whistle Express Car Wash - Racers Edge , 351 Commonwealth Blvd , Martinsville , VA , 24112",36.6968363,-79.8870267,1,0.88 miles,N/A,N/A
"Whistle Express Car Wash - Ramsey , 3505 Ramsey St , Fayetteville , NC , 28311",35.1070945,-78.8793595,2,0.01 miles,3,2
"Whistle Express Car Wash - Roxboro , 421 N Madison Blvd , Roxboro , NC , 27573",36.3995425,-78.9823863,9,0.22 miles,3.8,18
"Whistle Express Car Wash - Skibo , 2106 Skibo Rd , Fayetteville , NC , 28314",35.0522686,-78.9744423,2,0.35 miles,5,17
"Whistle Express Car Wash - SouthPort , 5014 Southport Crossing Wy , Southport , NC , 28461",33.9540971,-78.0503435,3,0.28 miles,3.7,9
"Whistle Express Car Wash - Surfside , 8671 US Highway 17 Bypass , Surfside Beach , SC , 29575",33.644294,-78.984851,2,0.46 miles,4.9,263
"Whistle Express Car Wash - Washington , 427 Bridge St , Washington , NC , 27889",35.5488005,-77.057573,5,0.05 miles,5,21
"Whistle Express Car Wash - Wendover , 3608 W Wendover Ave , Greensboro , NC , 27407",36.0607388,-79.8695641,2,0.61 miles,3.7,421
"Whistle Express Car Wash - Westover , 105 S Westover Blvd , Albany , GA , 31707",31.5843172,-84.2206133,2,0.13 miles,N/A,N/A
"Whistle Express Car Wash -Boll Weevil , 654 Boll Weevil Cir , Enterprise , AL , 36330",31.3218393,-85.8302736,6,0.20 miles,3.3,331
"Whistle Express Car Wash Crawfordville , 2135 Crawfordville Hwy , Crawfordville , FL , 32327",30.2136553,-84.3632953,2,0.47 miles,3.4,138
"Whistle Express Car WashChristiansburg , 945 N Franklin St , Christiansburg , VA , 24073",37.141632,-80.4147648,4,0.35 miles,2.5,2
"Whistle Express Car WashHendersonville , 579 New Shackle Island Rd , Hendersonville , TN , 37075",36.3377933,-86.6163971,2,0.05 miles,4.3,225
"Whistle Express Car WashMilitary Trail , 1275 N Military Trl , West Palm Beach , FL , 33409",26.6960159,-80.1120622,8,0.13 miles,4,1
"Whistle Express Car WashNorth Valdosta , 4139 N Valdosta Rd , Valdosta , GA , 31602",30.8968771,-83.3289852,2,0.20 miles,2.7,3
"Whistle Express Car WashPort Wentworth , 38 Magellan Blvd , Port Wentworth , GA , 31407",32.1956562,-81.1974481,3,0.17 miles,4.8,1141
"Whistle Wash Alliant , 1670 Alliant Ave , Jeffersontown , KY , 40299",38.218812,-85.538056,0,N/A,N/A,N/A
"Whistle Wash Conway , 2280 Church St , Conway , SC , 29526",33.85278,-79.0754414,2,0.91 miles,4.1,181
"Whistle Wash Eagles Landing , 6700 Bayshore Rd , North Fort Myers , FL , 33917",26.6999681,-81.8475373,0,N/A,N/A,N/A
"Whistle Wash Myrtle Beach , 2261 Dick Pond Rd , Myrtle Beach , SC , 29575",33.6427408,-78.972365,2,0.55 miles,4.9,263
"White Water CW , 7600 Crater Lake Hwy , White City , OR , 97503",42.4267962,-122.8487759,3,0.02 miles,3.9,74
"Wicked Wash , 160 E 1st S , Rigby , ID , 83442",43.6698154,-111.9134033,2,0.15 miles,4.2,87
"Willy's Wash , 2605 N 14th St , Ponca City , OK , 74601",36.7364497,-97.0666901,3,0.09 miles,4.3,438
"Wilmington , 7032 Market St , Wilmington , NC , 28411",34.2681772,-77.8225205,2,0.79 miles,4.1,178
"Winchester , 7050 Winchester Rd , Memphis , TN , 38125",35.0495614,-89.8286046,4,0.25 miles,4.6,1322
"Windsor Forest , 11303 Abercorn St , Savannah , GA , 31419",31.9802766,-81.1465097,2,0.89 miles,4.7,2438
"Winter Park , 6750 Aloma Ave , Winter Park , FL , 32792",28.6061557,-81.2984608,5,0.26 miles,4,543
"Winter Street Haverhill , 284 Winter St , Haverhill , MA , 1832",42.7771589,-71.087373,2,0.97 miles,3.1,75
"Wolfrum , 1010 Wolfrum Rd , Weldon Spring , MO , 63304",38.7287947,-90.6444119,3,0.60 miles,4.9,42
"Woodie's 4th Street , 7141 4th St N. , St. Petersburg , FL , 33702",27.8370427,-82.6382719,4,0.16 miles,3.8,120
"Woodie's 66 , 5601 66th St N , St. Petersburg , FL , 33709",27.8231796,-82.7279784,6,0.13 miles,4.9,90
"Woodie's Ballantrae , 17322 FL-54 , Lutz , FL , 33558",28.193589,-82.527278,3,0.19 miles,3.1,7
"Woodie's Bayshore , 3011 W Gandy Blvd , Tampa , FL , 33611",27.89395,-82.4923635,4,0.66 miles,3.6,837
"Woodie's Centerpoint , 6612 University Pkwy , Sarasota , FL , 34240",27.3857496,-82.4246276,0,N/A,N/A,N/A
"Woodie's Dale Mabry , 8935 N Dale Mabry Hwy , Tampa , FL , 33614",28.0323444,-82.5042138,4,0.46 miles,4.2,1051
"Woodie's Gibsonton , 9350 Theater Dr , Gibsonton , FL , 33534",27.849035,-82.3507939,2,0.85 miles,5,1
"Woodie's Lutz , 24749 FL-54 , Lutz , FL , 33559",28.1864462,-82.4066793,2,0.62 miles,5,1
"Woodie's Nokomis , 111 N Tamiami Trail , Nokomis , FL , 34275",27.1255161,-82.4543539,2,0.56 miles,3.8,218
"Woodie's Park Blvd , 8680 N. Park Blvd , Seminole , FL , 33777",27.8389408,-82.7590861,0,N/A,N/A,N/A
"Woodie's Silver Palm , 13825 State Road 70 E , Bradenton , FL , 34202",27.432229,-82.4034455,1,0.39 miles,4,60
"Woodie's Skyway , 3401 34th St S , St. Petersburg , FL , 33711",27.7368358,-82.6800151,1,0.89 miles,4.9,47
"Woodie's Sun City , 4927 FL-674 , Wimauma , FL , 33598",27.7119642,-82.3332559,0,N/A,N/A,N/A
"Woodie's Ulmerton , 7601 Ulmerton Rd , Largo , FL , 33771",27.8947713,-82.7431834,6,0.31 miles,N/A,N/A
"Woodie's W Gandy , 4545 W Gandy Blvd , Tampa , FL , 33611",27.893632,-82.522316,2,0.07 miles,1.8,5
"Wyoming , 4516 Wyoming Blvd NE , Albuquerque , NM , 87111",35.1319422,-106.5505307,3,0.58 miles,3.8,98
"XCell Auto Spa , 3510 W Boynton Beach Blvd , Boynton Beach , FL , 33436",26.5268796,-80.0990657,2,0.02 miles,2.6,20
"Xpress Car Wash , 8409 Bedford Euless Rd , Hurst , TX , 76053",32.8337941,-97.1979894,3,0.72 miles,4.2,147
"Xtreme Car Wash , 6912 Independence Pkwy , Plano , TX , 75023",33.0694841,-96.7504294,3,0.11 miles,4.3,538
"Yamato Gas , 801 W Yamato Rd , Boca Raton , FL , 33431",26.3940406,-80.1024334,4,0.06 miles,4,390
"Yulee , 85887 Miner Rd , Yulee , FL , 32097",30.6298727,-81.5859971,0,N/A,N/A,N/A
"ZAK's Car Wash , 2500 S Business 49 , Neosho , MO , 64850",36.8428883,-94.3926174,2,0.48 miles,3.8,121
"Zelo Car Wash , 18690 E Iliff Ave , Aurora , CO , 80013",39.6768607,-104.770107,1,0.59 miles,4.5,2
"#21 WEISS GUYS EXPRESS , 5925 W McDowell Road , Phoenix , AZ , 85035",33.4655559,-112.1876504,4,0.92 miles,N/A,N/A
"#23 WEISS GUYS EXPRESS , 10380 N 59th Avenue , Glendale , AZ , 85302",33.5802703,-112.1865551,3,0.00 miles,4.2,130
"#67 WEISS GUYS EXPRESS , 13620 N 67th Ave , Peoria , AZ , 85381",33.6089147,-112.2030887,4,0.02 miles,N/A,N/A
"#75 WEISS GUYS EXPRESS , 7420 W Peoria Ave , Peoria , AZ , 85345",33.5818711,-112.2187691,4,0.01 miles,4,53
"194 S. Broadway Lawrence , 194 S Broadway , Lawrence , MA , 1843",42.6947639,-71.1619889,8,0.28 miles,4.1,114
"67th Ave , 13620 N 67th Ave , Peoria , AZ , 85381",33.6089147,-112.2030887,4,0.02 miles,N/A,N/A
"A Proper Wash , 822 US-331 , DeFuniak Springs , FL , 32435",30.710288,-86.124813,3,0.20 miles,3.2,106
"ADAM'S GOLDSBORO CW , 334 N Spence Ave , Goldsboro , NC , 27534",35.3748768,-77.9506568,6,0.35 miles,4.5,429
"AMERICAN CW , 7338 W Good Hope Rd , Milwaukee , WI , 53223",43.1492836,-88.0027855,1,0.31 miles,4.9,17
"AMERICAN CW LAYTON , 160 W Layton Ave , Milwaukee , WI , 53207",42.9592502,-87.908682,1,0.20 miles,3.8,353
"AMITY CAR WASH , 25 Merrick Rd , Amityville , NY , 11701",40.6711716,-73.4224226,2,0.65 miles,4.8,32
"APRO , 3301 W FM 544 , Wylie , TX , 75098",33.0114821,-96.6219268,3,0.14 miles,3.6,353
"AQUA EXPRESS ENID , 1721 W Owen K Garriott Rd , Enid , OK , 73703",36.3902891,-97.8996082,1,0.94 miles,N/A,N/A
"AQUA EXPRESS LAWTON , 302 NW Sheridan Rd , Lawton , OK , 73505",34.6126147,-98.4227549,5,0.00 miles,4.1,252
"AQUA EXPRESS NORTH MAY , 6922 N May Ave , Oklahoma City , OK , 73116",35.5419766,-97.5651087,3,0.20 miles,4.4,65
"Aberdeen Car Wash , 2 Cambridge Dr , Aberdeen , NJ , 7747",40.3985335,-74.225682,0,N/A,N/A,N/A
"Alexandria Ã¢â‚¬â€œ Viewpoint Drive , 2 Viewpoint Dr , Alexandria , KY , 41001",38.9848073,-84.4081921,1,0.34 miles,4.4,206
"Aqua Express Memorial , 1000 W Memorial Rd , Oklahoma City , OK , 73114",35.6085315,-97.5299438,2,0.08 miles,4.2,178
"Athens Ã¢â‚¬â€œ Westside , 4475 Atlanta Hwy , Athens , GA , 30606",33.9398538,-83.4894827,2,0.69 miles,N/A,N/A
"Attalla , 920 Gilbert Ferry Rd SE , Attalla , AL , 35954",33.997952,-86.0963774,4,0.44 miles,N/A,N/A
"Ayers , 4462 Ayers St , Corpus Christi , TX , 78415",27.7452631,-97.4206777,4,0.20 miles,5,25
"BEACH HAND WASH , 114 Old Riverhead Rd , Westhampton Beach , NY , 11978",40.8296372,-72.6464148,0,N/A,N/A,N/A
"BEE CLEAN CAR WASH 2 , 21040 US-281 , San Antonio , TX , 78258",29.6376043,-98.4540438,0,N/A,N/A,N/A
"BEE CLEAN CAR WASH 3 , 13011 Silicon Dr , San Antonio , TX , 78249",29.5679411,-98.5952264,7,0.46 miles,2.7,49
"BEE CLEAN CAR WASH 4 , 5810 Village Park , San Antonio , TX , 78250",29.4894895,-98.6760567,8,0.13 miles,1,1
"BEE CLEAN CAR WASH 5 , 2244 FM3009 , Schertz , TX , 78154",29.5760768,-98.2600995,1,0.73 miles,3.9,172
"BEE CLEAN CAR WASH 6 , 2827 Olmos Creek Dr , San Antonio , TX , 78230",29.5730687,-98.544311,5,0.06 miles,2.8,16
"BEE CLEAN CAR WASH 7 , 926 N Loop 1604 , San Antonio , TX , 78258",29.6074585,-98.5037548,4,0.32 miles,3.8,474
"BEE CLEAN CARWASH , 16422 Nacogdoches Rd , San Antonio , TX , 78247",29.5895958,-98.3552321,2,0.16 miles,3.7,60
"BIG KAHUNA , 101 Continental Dr , Lewisville , TX , 75067",33.0164113,-96.9938145,4,0.23 miles,3.6,140
"BLUE DIAMOND AUTO SPA. , 5530 E Main St , Farmington , NM , 87402",36.7717587,-108.1399875,1,0.11 miles,4.4,105
"BMS ALEXANDRIA , 6511 LA-28 , Alexandria , LA , 71303",31.2950472,-92.5383336,0,N/A,N/A,N/A
"BMS EXPRESS WASH , 3599 Monroe Hwy , Pineville , LA , 71360",31.3656813,-92.4111253,1,0.10 miles,4.7,11
"BSCW , 1300 W Vandament Ave , Yukon , OK , 73099",35.4921614,-97.7620981,5,0.60 miles,3,81
"Bellevue , 7128 Hwy 70 S , Nashville , TN , 37221",36.0745278,-86.9238757,2,0.03 miles,4.1,98
"Bethlehem Ã¢â‚¬â€œ Parkway Pointe , 1953 Parkway Pointe Dr , Bethlehem , GA , 30680",33.9453567,-83.7580406,0,N/A,N/A,N/A
"Big Dan's Car Wash , 7925 Senoia Rd , Fairburn , GA , 30213",33.5396761,-84.5776059,4,0.15 miles,3.4,66
"Big Dan's Pembroke Park , 3301 W Hallandale Beach Blvd , Pembroke Park , FL , 33023",25.9852887,-80.1766518,5,0.07 miles,5,2
"Black Diamond , 15850 West Colfax Ave , Golden , CO , 80401",39.7281002,-105.1781423,4,0.00 miles,4.4,601
"Blue Sky Car Wash , 11640 Panama City Beach Pkwy , Panama City Beach , FL , 32407",30.2000003,-85.817183,0,N/A,N/A,N/A
"Blue Sky Express , 2185 Beaver Ruin Rd , Norcross , GA , 30071",33.9357598,-84.184737,1,0.04 miles,3.9,178
"Blue Water Express , 654 Boll Weevil Cir , Enterprise , AL , 36330",31.3218392,-85.8302736,6,0.20 miles,3.3,331
"Bluffton Ã¢â‚¬â€œ Fording Island Road , 1492 Fording Island Rd , Bluffton , SC , 29910",32.2382371,-80.812261,1,0.61 miles,2.9,19
"Bobby & Steve's Auto World , 9871 Maple Grove Pkwy , Maple Grove , MN , 55369",45.1325728,-93.4774181,3,0.01 miles,4.5,936
"Brevard Ã¢â‚¬â€œ Asheville Highway , 391 Asheville Hwy , Brevard , NC , 28712",35.2482153,-82.7225724,2,0.63 miles,4,1
"Bridgeville , 3101 Washington Pike , Bridgeville , PA , 15017",40.3493811,-80.1116229,4,0.05 miles,3.9,163
"Broad Street , 4205 W Broad St , Richmond , VA , 23230",37.5720352,-77.481938,6,0.12 miles,1.9,10
"Bubble Time Express Carwash , 1600 E 104th Ave , Thornton , CO , 80233",39.8845208,-104.9671473,8,0.01 miles,4,204
"CAR PRIDE AUTO SPA , 2380 Royal Windsor Dr , Mississauga , ON , L5J 1K6",43.5040052,-79.637046,5,0.00 miles,N/A,N/A
"CLASSY CHASSIE CAR WASH , 1139 Forest Ave , Portland , ME , 4103",43.6863306,-70.2922971,2,0.44 miles,4.5,52
"CLEAN CAR EXPRESS , 970 Washington Blvd , Pittsburgh , PA , 15206",40.4618166,-79.9054394,0,N/A,N/A,N/A
"CLEARWASH AIRPORT , 1725 32 Ave NE , Calgary , AB , T2E 7C8",51.0800152,-114.0172881,13,0.05 miles,4.3,430
"CONRAD CAR WASH , 1284 W Sunset Blvd , St. George , UT , 84770",37.1237736,-113.6116482,5,0.26 miles,4.2,60
"COUGAR RIDGE , 10215 China Spring Rd , Waco , TX , 76708",31.6285436,-97.2443216,1,0.99 miles,5,1
"CShack , 142 W Platt St , Tampa , FL , 33606",27.9413826,-82.4600827,3,0.56 miles,5,2
"Cadillac Express #3 Kuykenahl Rd , 24624 Kuykenahl Rd , Spring , TX , 77389",30.1202774,-95.5538165,6,0.39 miles,3.6,323
"Campbell , 1400 E Campbell Rd , Richardson , TX , 75081",32.974327,-96.6992065,1,0.09 miles,5,2
"Car Wash On 5th , 505 Cortez Rd W , Bradenton , FL , 34207",27.4620438,-82.5675029,7,0.00 miles,3.4,814
"Carmel Car Wash , 1400 E Campbell Rd , Richardson , TX , 75081",32.974327,-96.6992065,1,0.09 miles,5,2
"Carnation Auto Spa , 955 Davis Blvd , Southlake , TX , 76092",32.9281719,-97.1851928,2,0.54 miles,4.8,205
"Champion CW - Antioch , 5307 Cane Ridge Rd , Nashville , TN , 37013",36.0439726,-86.6620531,1,0.02 miles,3.7,47
"Champion CW - CHARPI , 6303 Charlotte Pike , Nashville , TN , 37209",36.1454391,-86.8709412,3,0.72 miles,4.6,87
"Chattanooga (E Brainerd Rd) , 5972 E Brainerd Rd , Chattanooga , TN , 37421",35.0169192,-85.2062436,2,0.15 miles,N/A,N/A
"Cherry Hill , 1507 Chapel Ave W , Cherry Hill , NJ , 8002",39.9363133,-75.0340548,3,0.11 miles,N/A,N/A
"Colonial Car Wash , 2605 W Colonial Dr , Orlando , FL , 32804",28.5688689,-81.2752621,5,0.00 miles,3.7,6
"Coraopolis , 548 Carnot Rd , Coraopolis , PA , 15108",40.5160594,-80.2206139,4,0.33 miles,3.2,55
"Cornelia Ã¢â‚¬â€œ Highway 441 , 365 Historic Hwy 441 , Cornelia , GA , 30531",34.4971323,-83.5374493,1,0.94 miles,4.5,544
"Crew Carwash , 9705 Wicker Ave , St John , IN , 46373",41.4428894,-87.469355,0,N/A,N/A,N/A
"DAVIS EXPRESS WASH , 5901 Davis Blvd , North Richland Hills , TX , 76180",32.8535023,-97.2136557,2,0.01 miles,N/A,N/A
"DR CAR WASH PLUS-PECAN GROVE , 1620 FM Rd 359 , Richmond , TX , 77406",29.61713,-95.7426471,6,0.01 miles,4.3,84
"DR CAR WASH PLUS-WESTHEIMER , 12810 Westheimer Rd , Houston , TX , 77077",29.736784,-95.6116311,10,0.54 miles,3.6,90
"Dale Shine Alton Gloor , 93 E Alton Gloor Blvd , Brownsville , TX , 78526",25.979913,-97.5150261,3,0.17 miles,3.8,4
"Dale Shine Brownsville , 2912 Boca Chica Blvd , Brownsville , TX , 78521",25.9208874,-97.4769404,8,0.31 miles,5,898
"Dale Shine Chihuahua , 1920 Chihuahua St , Laredo , TX , 78043",27.5058922,-99.4766126,5,0.02 miles,4.3,160
"Dale Shine Edinburg , 105 W Trenton Rd , Edinburg , TX , 78539",26.2625597,-98.1735078,1,0.96 miles,4.5,295
"Dale Shine Harlingen , 505 N Ed Carey Dr , Harlingen , TX , 78550",26.2055056,-97.6632672,3,0.81 miles,3.9,156
"Dale Shine Laredo , 1302 International Blvd , Laredo , TX , 78045",27.5876281,-99.4763832,3,0.44 miles,4,202
"Dale Shine Laredo Hwy 83 , 4619 US-83 , Laredo , TX , 78046",27.3849776,-99.473862,0,N/A,N/A,N/A
"Dale Shine McAllen & 10th , 3801 N 10th St , McAllen , TX , 78501",26.2373387,-98.2248652,5,0.37 miles,4.9,1606
"Dale Shine McAllen HWY 83 , 2301 US-83 , Laredo , TX , 78046",37.4562328,-100.8709897,0,N/A,N/A,N/A
"Dale Shine Rio Grande , 4524 E US Hwy 83 , Rio Grande City , TX , 78582",26.3679977,-98.7952946,1,0.26 miles,5,1030
"Dale Shine San Benito , 700 W Business 77 , San Benito , TX , 78586",26.1583925,-97.6545719,1,0.80 miles,4.3,20
"Dale Shine Saunders , 2803 E Saunders St , Laredo , TX , 78041",27.5300286,-99.4672103,6,0.21 miles,3.3,3
"Davenport (Lake Wilson Rd) , 8087 Lake Wilson Rd , Davenport , FL , 33896",28.25785,-81.589877,0,N/A,N/A,N/A
"Davenport (US 27) , 49483 US-27 , Davenport , FL , 33897",28.3033096,-81.6657011,3,0.54 miles,3.3,9
"Diamond Auto Salon , 3090 S Military Trail , Lake Worth , FL , 33463",26.6318369,-80.1124637,5,0.23 miles,5,3
"Dix Hills Car Wash , 1232 East Jericho tpke. , Huntington , NY , 11746",40.8325033,-73.3610832,0,N/A,N/A,N/A
"Douglasville , 5897 Fairburn Rd , Douglasville , GA , 30134",33.7515189,-84.7269721,3,0.33 miles,4.8,6
"ENCINO AUTO SPA , 17661 Ventura Blvd , Los Angeles , CA , 91316",34.1626594,-118.5180016,5,0.02 miles,1.9,15
"EVERGREEN CAR WASH , 3501 95th St , Evergreen Park , IL , 60805",41.7202935,-87.7095047,2,0.53 miles,4.8,14
"EZ Car Wash , 1862 S Garey Ave , Pomona , CA , 91766",34.0376297,-117.7488365,4,0.48 miles,3,2
"East Ridge , 6303 Ringgold Rd , Chattanooga , TN , 37412",34.9901274,-85.2112124,2,0.53 miles,4.6,308
"Eden , 104 E Harris Pl , Eden , NC , 27288",36.4863194,-79.7388286,1,0.73 miles,4.4,5
"El Car Wash- 021 , 2250 N NOB HILL ROAD , SUNRISE , FL , 33322",26.1518398,-80.282107,0,N/A,N/A,N/A
"Erie , 4234 Buffalo Rd , Erie , PA , 16510",42.1452943,-80.005931,1,0.11 miles,3.7,186
"Eugene Oil , 2815 Roosevelt Blvd , Eugene , OR , 97402",44.0640468,-123.1387721,4,0.04 miles,5,3
"Evolution Car Wash , 1665 NV-88 , Minden , NV , 89423",38.9587747,-119.7777729,2,0.02 miles,4.3,261
"Extreme Clean Auto Wash , 24925 US-72 , Athens , AL , 35613",34.7671155,-86.8829191,0,N/A,N/A,N/A
"FHCW&D , 2016 W Foothill Blvd , Upland , CA , 91786",34.1061969,-117.6908062,5,0.22 miles,3.4,35
"FL0209 North Lauderdale S State Rd 7 , 1250 N State Rd 7 , North Lauderdale , FL , 33068",26.235324,-80.2046987,2,0.38 miles,3.3,112
"FL0210 Fort Lauderdale W Sunrise Blvd , 1075 W Sunrise Blvd , Fort Lauderdale , FL , 33311",38,-70,0,N/A,N/A,N/A
"FL0211 Homestead S. Dixie Hwy , 33513 S Dixie Hwy , Homestead , FL , 33034",25.45618,-80.4744618,8,0.03 miles,N/A,N/A
"FL0212 Weebers Crossing , 5064 Weebers Crossing Dr , Jacksonville , FL , 32246",30.254715,-81.537201,2,0.72 miles,5,1
"FL0213 Atlantic Beach , 835 Atlantic Blvd , Atlantic Beach , FL , 32233",30.3249512,-81.4103422,2,0.62 miles,4.4,119
"FL0214 Fleming Island , 1725 Eagle Harbor Pkwy , Fleming Island , FL , 32003",30.1027697,-81.7048645,1,0.32 miles,4.2,82
"FL0215 Kernan , 11901 Atlantic Blvd , Jacksonville , FL , 32225",30.3236924,-81.4951474,0,N/A,N/A,N/A
"FL0216 San Jose , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,5,0.25 miles,3.2,671
"FXN , 1606 N College Ave , Fort Collins , CO , 80524",40.6084985,-105.0750952,2,0.12 miles,3.6,104
"FXS , 3500 S Timberline Rd , Fort Collins , CO , 80525",40.539518,-105.0386416,3,0.28 miles,4.8,63
"Fast and Friendly Maricopa II , 42020 W Maricopa-Casa Grande Hwy , Maricopa , AZ , 85138",33.0394599,-112.0187546,0,N/A,N/A,N/A
"Five Star Ramsey , 3505 Ramsey St , Fayetteville , NC , 28311",35.107247,-78.8793595,2,0.01 miles,4.7,1176
"Five Star Skibo , 2106 Skibo Rd , Fayetteville , NC , 28314",35.0525105,-78.9742054,2,0.37 miles,5,17
"Five Star Wendover , 3608 W Wendover Ave , Greensboro , NC , 27407",36.0607663,-79.8694795,2,0.61 miles,3.7,421
"FoamWorks Fayetteville , 1512 GA-85 , Fayetteville , GA , 30214",33.4872303,-84.4341295,1,0.31 miles,N/A,N/A
"FoamWorks Stockbridge , 3520 GA-138 , Stockbridge , GA , 30281",33.5490249,-84.2738085,1,0.52 miles,N/A,N/A
"Full Throttle Car Wash , 51 Craft Dr , Alamosa , CO , 81101",37.4765837,-105.8945442,1,0.87 miles,3.7,6
"GA0107 Cartersville Joe Frank Harris Pkwy , 1330 Joe Frank Harris Pkwy SE , Cartersville , GA , 30120",34.2071766,-84.8163398,6,0.03 miles,N/A,N/A
"GA0108 Summerville N. Commerce St. , 10805 Commerce St , Summerville , GA , 30747",34.4939387,-85.3369413,2,0.37 miles,4.8,1101
"GERRINGS CAR WASH , 1405 Wayzata Blvd , Wayzata , MN , 55391",44.9719607,-93.4953703,0,N/A,N/A,N/A
"GO Car Wash , 12520 Frederick St , Moreno Valley , CA , 92553",33.9389565,-117.2609291,7,0.07 miles,3.6,62
"GO Car Wash- 412 Rock Port , 2200 Rock Port Dr , Harrisonburg , VA , 22801",38.4050476,-78.8677602,1,0.30 miles,4.8,407
"GO Car Wash- 413 Market , 2335 E Market St , Harrisonburg , VA , 22801",38.4210548,-78.8382949,5,0.14 miles,4.8,12
"Gaffney , 1521 W Floyd Baker Blvd , Gaffney , SC , 29341",35.0895526,-81.6636002,7,0.04 miles,4.1,87
"Gamebird Pahrump Circle K , 2980 E Gamebird Rd , Pahrump , NV , 89048",36.1610202,-116.0403976,0,N/A,N/A,N/A
"Glasshouse Autospa , 1275 N Military Trl , West Palm Beach , FL , 33409",26.6911025,-80.1123056,5,0.30 miles,N/A,N/A
"Go Car Wash , 5812 McPherson Rd , Laredo , TX , 78041",27.5542762,-99.4808274,5,0.06 miles,4.1,45
"Goldsboro , 2928 US Hwy 70 W , Goldsboro , NC , 27530",35.4300102,-78.0650079,1,0.20 miles,4.3,467
"Greensboro Ã¢â‚¬â€œ Lake Oconee , 6135 Lake Oconee Pkwy , Greensboro , GA , 30642",33.4603366,-83.2422227,1,0.25 miles,3.7,28
"Griffin , 1475 N Expy , Griffin , GA , 30223",33.2738126,-84.2918398,3,0.08 miles,4.5,26
"H2O Express Car Wash , 4809 FM 1463 , Katy , TX , 77494",29.7226041,-95.8455758,6,0.01 miles,N/A,N/A
"Hanover , 341 Eisenhower Dr , Hanover , PA , 17331",39.8245447,-76.9868409,4,0.53 miles,3.3,102
"Hermitage , 2945 E State St , Hermitage , PA , 16148",41.2338113,-80.4553806,2,0.47 miles,4.6,177
"Hero CarWash , 101 Continental Dr , Lewisville , TX , 75067",33.0165732,-96.9937975,3,0.22 miles,3.6,140
"Heroes Car Wash , 301 Grand Hill Pl , Holly Springs , NC , 27540",35.6656692,-78.8438361,2,0.52 miles,2.3,14
"HiTech SP , Gonzalez Giusti No. 11 , Guaynabo , nan , 968",18.4056806,-66.1055555,8,0.43 miles,4.8,5
"Hixson (Lakesite) , 8609 Hixson Pike , Lakesite , TN , 37343",35.2015434,-85.1578198,0,N/A,N/A,N/A
"Hixson (New Country Dr) , 5084 New Country Dr , Chattanooga , TN , 37343",35.1214646,-85.2392852,0,N/A,N/A,N/A
"Hixson (TN-153) , 5532 TN-153 , Chattanooga , TN , 37343",35.145861,-85.2486019,0,N/A,N/A,N/A
"Hurricane Bay Express , 1330 East John Rowan Blvd , Bardstown , KY , 40004",37.8258187,-85.4543691,4,0.74 miles,3.8,34
"Hydro Express Wash , 3088 Hennepin Dr , Joliet , IL , 60431",41.5726477,-88.1574489,2,0.53 miles,5,3
"ISLAND AUTO WASH ON 61ST , 2712 61st St , Galveston , TX , 77551",29.2731633,-94.8291389,6,0.00 miles,3.9,124
"Infinity Hand Carwash , 101 Bell St , Preston , VIC , 3072",-37.7476571,145.0227268,9,0.18 miles,4.7,162
"Jets Car Wash and Detail , 2501 W Sample Rd , Pompano Beach , FL , 33073",26.2749959,-80.1565957,4,0.02 miles,3.9,498
"KC Lodi , 75 US-46 , Lodi , NJ , 7644",40.8811837,-74.0805043,9,0.06 miles,4.6,100
"KLEEN MACHINE , 890 N Courtenay Pkwy , Merritt Island , FL , 32953",28.3726608,-80.6998594,0,N/A,N/A,N/A
"Kent , 1788 E Main St. , Kent , OH , 44240",41.1543395,-81.3293408,3,0.04 miles,5,3
"Kissimmee , 4389 W Vine St , Kissimmee , FL , 34746",28.3047934,-81.4566447,3,0.68 miles,4.3,1232
"Koziol Car Wash , 5410 W Belmont Ave , Chicago , IL , 60641",41.9388649,-87.7621552,9,0.00 miles,3.8,4
"Lakes Edge , 7916 Bradley Long Dr. , Lake Norman of Catawba , NC , 28682",35.5832605,-80.9887544,1,0.18 miles,2.3,3
"Landshark Express Wash & Detail , 8917 Lower Sonoma Lane , Fort Worth , TX , 76177",32.8996451,-97.3304188,1,0.62 miles,4.6,113
"Laurens , 902 E Main St , Laurens , SC , 29360",34.492562,-81.984229,1,0.34 miles,4.5,4
"Lavelland , 513 TX-114 , Levelland , TX , 79336",33.5944735,-102.3586701,3,0.63 miles,1,1
"Let's Go Bixby , 15025 S Memorial Dr , Bixby , OK , 74008",35.9453430605934,-95.8863834618877,1,0.14 miles,4,1
"Let's Go Broken Arrow , 801 S Elm Pl , Broken Arrow , OK , 74012",36.0453721,-95.7967217,4,0.18 miles,3.6,160
"Let's Go Car Wash 4 , 15025 S Memorial Dr , Bixby , OK , 74008",35.9453430605934,-95.8863834618877,1,0.14 miles,4,1
"Let's Go Jenks , 408 S Elm St , Jenks , OK , 74037",36.0188778,-95.9764073,1,0.80 miles,5,123
