full_site_address,Latitude,Longitude,new_latitude,new_longitude,carwash_name_in_image,manualClassification,classification,justification,
"Thoroughbred Bedford , 3160 John A Williams Blvd , Bedford , IN , 47421",38.86775,-86.512944,38.86775,-86.512944,Thoroughbred Express Auto Wash,,Inside,"The Thoroughbred Express Auto Wash is located mid-block along John A Williams Blvd and does not lie at the intersection of two major roads. Although William Park Dr and Limestone Dr are roads nearby, the car wash's lot is not situated at their intersection or corner, but adjacent to these roads as they meet John A Williams Blvd.",
"Thoroughbred Crosslanes , 211 New Goff Mountain Rd , Charleston , WV , 25313",38.4112508,-81.7966494,38.4112506,-81.7966494,Thoroughbred Express Auto Wash,,Corner,"The 'Thoroughbred Express Auto Wash' is situated at the intersection of Goff Mountain Rd and New Goff Mountain Rd. Two roads visibly meet near the lot, forming a corner and enabling clear road access on two sides. The roads appear significant due to their labeling and layout, fitting the definition of a Corner Lot.",
"Thoroughbred Danville , 925 Hustonville Rd , Danville , KY , 40422",37.6289123,-84.7752492,37.6289123,-84.7752492,Thoroughbred Express Auto Wash,,Corner,"Thoroughbred Express Auto Wash is located at the intersection of Hustonville Rd and George Martin Dr. This location clearly shows the car wash being adjacent to two major roads that meet at a visible corner. The images display lane markings, road access, and the presence of a sidewalk, confirming it's a Corner Lot.",
"Thoroughbred Glasgow , 707 W Main St , Glasgow , KY , 42141",36.9997286,-85.9211718,36.999729,-85.9212233,Thoroughbred Express Auto Wash,,Inside,"Based on the analysis of the provided satellite images, the 'Thoroughbred Express Auto Wash' is situated along the W Main St. However, it is not at a road intersection as there is no second major road meeting at the location. All access appears to come from a single side facing W Main St, rather than being accessible from multiple intersecting roads. Thus, it is classified as an Inside Lot.",
"Thoroughbred Hal-Greer , 3082 16th St , Huntington , WV , 25701",38.4004385,-82.4233794,38.4004385,-82.4233794,,,Inside,"The car wash at '1826 Old 16th St. Rd' is not located at the intersection of two major roads and is situated along a single main road, Old 16th St. Rd, backed by surrounding residential structures. The satellite images provided show that the lot is mid-block, without the defining features of a corner lot such as intersecting roads or prominent road edges forming a corner, validating its classification as an Inside Lot.",
"Thoroughbred Hurricane , 3111 Teays Valley Road , Hurricane , WV , 25526",38.4348488,-82.0135892,38.4348488,-82.0135892,Thoroughbred Express Auto Wash,,Corner,"The 'Thoroughbred Express Auto Wash' is located at the intersection of Teays Valley Road and Mill Road, as clearly visible in the images. Two main roads meet adjacent to the lot, forming a visible corner, and the lot has access from both roads. These features align with the criteria for a Corner Lot.",
"Thoroughbred Lawrenceburg , 1026 Bypass N , Lawrenceburg , KY , 40342",38.036633,-84.9116039,38.036633,-84.9116039,Thoroughbred Express Auto Wash,,Corner,The car wash is situated adjacent to two roads: one main highway (visible with lane markings and road name) and another access road (visible connecting to another property). This intersection effectively classifies the location as a corner lot according to the criteria provided.,
"Thoroughbred Maysville , 245 Wal-Mart Way , Maysville , KY , 41056",38.6235771,-83.7871551,38.6235771,-83.7871551,Thoroughbred Express Auto Wash,,Corner,"The car wash is situated at the intersection of two roads: 'AA Hwy' and 'Wal-Mart Way'. The satellite imagery clearly shows the lot is adjacent to both roads and forms a visible corner between them. Moreover, 'AA Hwy' is a major road as noted by its width and markings, fulfilling the criteria for a Corner Lot classification.",
"Thoroughbred Russellville , 235 Sam Walton Dr , Russellville , KY , 42276",36.8440025,-86.9194453,36.8440025,-86.9194453,Thoroughbred Express Auto Wash,,Corner,"The provided satellite images clearly show that the car wash location is situated at the corner of two major roads, Highway 68 and Sam Walton Drive, forming an intersection. The lot has visibility and access points to both roads, which makes it a Corner Lot according to the criteria.",
"Thoroughbred Seymour , 1550 E Tipton St , Seymour , IN , 47274",38.9578933,-85.8645389,38.9578933,-85.8645389,Thoroughbred Express Auto Wash,,Corner,"Based on the provided satellite images, 'Thoroughbred Express Auto Wash' is located adjacent to a major intersection where two roads meet—the horizontal road labeled as '50' and a vertical road visible near the car wash's lot. This satisfies the criteria for a Corner Lot, which include location at an intersection of main roads and accessible road sides forming a corner.",
"Thoroughbred South Point , 45 Co Rd 120 , South Point , OH , 45680",38.4686596,-82.5510469,38.4686596,-82.5510469,,,Inside,"After analyzing the images provided, it appears that the car wash location is situated within an area surrounded by greenery and does not seem to be positioned at a road intersection or corner. The images do not clearly depict two main roads meeting near the lot to form a corner. The area suggests it is inside a broader property rather than adjacent to significant road infrastructure, fitting the criteria of an Inside Lot.",
"Thoroughbred Teays , 3972 Teays Valley Road , Hurricane , WV , 25526",38.4485111,-81.9427941,38.4485111,-81.9427941,Thoroughbred Express Auto Wash,,Corner,"Thoroughbred Express Auto Wash is located at a corner where Teays Valley Road intersects with another access road (Lakeside Drive). The images clearly show that the car wash is situated at this intersection, and it has visible road access on multiple sides. Therefore, it fits the classification of a Corner Lot as per the provided criteria.",
"Top Wash Clairmont , 3631 Clairmont Rd , Chamblee , GA , 30341",33.865804,-84.3089963,33.865804,-84.3089963,TOP Express Car Wash,,Corner,"Based on the images provided, the TOP Express Car Wash is located at the intersection of Clairmont Rd and Dresden Dr. The lot clearly has two major roads meeting adjacent to its boundaries, forming a visible corner, and the lot has direct access to both roads. Moreover, these roads are visibly wide and show traffic features, affirming their status as major roads. Thus, the car wash location classifies as a Corner Lot.",
"Top Wash Peachtree , 5784 Peachtree Industrial Blvd , Atlanta , GA , 30341",33.9058824,-84.294574,33.9058824,-84.294574,TOP Express Car Wash,,Inside,"Upon analyzing the provided satellite images, 'TOP Express Car Wash' is located along the main road (John Glenn Dr) with clear access from this road. However, it is positioned between other properties and lacks visible adjacency to an intersection of two main roads forming a corner. Despite the proximity of N Peachtree Rd, the car wash itself is not positioned at the corner. Therefore, it is classified as an Inside Lot based on the criteria.",
"Total Package Cape Coral , 713 NE 13th Ave , Cape Coral , FL , 33909",26.6658701,-81.946849,26.6658701,-81.946849,Total Package Car Wash,,Corner,"The provided satellite images show that the location of 'Total Package Car Wash' is situated at the intersection of multiple main roads (Pine Island Rd, NE 13th Ave, and NE 7th Terrace). There are clear road markings indicating a major intersection near the lot. The car wash is located on a corner of this intersection, fulfilling the criteria for a 'Corner Lot.'",
"Total Package Lakeland , 2820 US Hwy 98 N , Lakeland , FL , 33805",28.0779857,-81.9634628,28.0779857,-81.9634628,Total Package Car Wash,,Inside,"The 'Total Package Car Wash' location has access from a major road but is positioned along the mid-block rather than at an intersection or corner. There is no visible meeting of two major roads near the lot, and the property does not form any visible corner with adjacent roadways. The location fits the criteria for an Inside Lot, which specifies access from only one main road with no intersection directly adjacent.",
"Touch & Go CW , 847 Brookway Blvd , Brookhaven , MS , 39601",31.5783449,-90.4635139,31.5782203,-90.4633483,Touch & Go Car Wash,,Inside,"The Touch & Go Car Wash is located between other properties and only has access from one main road, namely Brookway Blvd. There is no visible intersection or corner with another major road adjacent to the lot. Hence, it is classified as an Inside Lot.",
"Town Center , 5064 Weebers Crossing Dr , Jacksonville , FL , 32246",30.254715,-81.537201,30.2535347,-81.5376584,LUV Car Wash,,Corner,"The satellite images reveal that the LUV Car Wash is situated at the intersection of Weberes Crossing Dr and Gate Pkwy. The lot is bounded by these two major thoroughfares, forming a visible corner. The car wash is accessible from both roads as it has entry points on each side connected to these roads. The area's road markings and layout indicate that these are significant streets, further confirming the corner lot classification.",
"Town Center Auto Wash , 6380 Sashabaw Rd , Clarkston , MI , 48346",42.7322891,-83.3787575,42.732289,-83.3785151,Planet Oil Change & Car Wash Centers of Clarkston,,Corner,"The 'Planet Oil Change & Car Wash Centers of Clarkston' is located at the intersection of Sashabaw Rd and another road running horizontally. The lot is visibly positioned near this intersection, satisfying the criteria for a corner lot where two roads meet near or adjacent to the property and there is accessibility from the main road visible.",
"Trident Express Carwash , 6530 GA-40 , St. Marys , GA , 31558",30.7766023,-81.6209952,30.7766023,-81.6209952,Trident Express Carwash,,Corner,"The Trident Express Carwash is located adjacently to E King Ave, a major road with notable width and lane markings. While the car wash is only clearly accessible from this road, the corner perspective derived from the provided images suggests proximity to an intersection or the beginning of another property with loop-in road features. Consideration of the accessible details aligns the lot closer to a corner-lot classification.",
"Tropicana , 3650 E Tropicana Ave , Las Vegas , NV , 89121",36.1006235,-115.0956121,36.1004776,-115.0956117,LUV Car Wash,,Corner,"Analysis of the images reveals that the car wash 'LUV Car Wash' is located at the intersection of Tropicana Ave and S Pearl St. These are visibly wide roads with markings indicating major streets. The location is positioned such that it has access to roads on two sides, meeting the definition of a Corner Lot. Additionally, the arrangement and proximity of these roads clearly form a corner shape around the property.",
"Tru Car Wash , 4523 Nine Mile Rd , Richmond , VA , 23223",37.54178,-77.3722556,37.54178,-77.3722556,TRU Carwash,,Corner,"The car wash, 'TRU Carwash', is located at the corner formed by two main roads: Nine Mile Rd (33) and Meadow Spring Rd. The intersection is visible, and the lot directly accesses both roads, fulfilling the criteria for a corner lot. The satellite images confirm the presence of a road intersection adjacent to the lot, and both roads are sufficiently wide and marked to be considered major roads.",
"TruShine #2 Abingdon , 25017 Western Loop , Abingdon , VA , 24211",36.7140617,-81.9306869,36.7140617,-81.9306869,TruShine Car Wash II,,Corner,"The images show TruShine Car Wash II situated at the intersection of Western Loop and a nearby parking area representing appropriate access points. The property is adjacent to visible roadways and these roads intersect forming a corner; therefore, it is evaluated as a corner lot.",
"TruShine #3 Johnson City(Boones Creek) , 3033 Boones Creek Rd , Johnson City , TN , 37615",36.3855997,-82.4165509,36.3855997,-82.4165509,TruShine Car Wash III,,Corner,"The satellite images clearly show that TruShine Car Wash III is located at the intersection of Boone's Creek Rd and Kim Dr. These are major roads visible with lane markings and wide access points. The lot is accessible on two sides from these roads, creating a clear corner formation and adhering to the criteria for a Corner Lot.",
"TruShine Bristol , 203 Linden Square Dr , Bristol , VA , 24202",36.6289697,-82.1294425,36.62902,-82.1294446,TruShine Car Wash,,Corner,"Upon analyzing the satellite images provided for the TruShine Car Wash, it is situated at a visible intersection of Linden Square Drive and Linden Drive. This intersection, along with the proximity of the property forming a cornering location, confirms that the car wash qualifies as a Corner Lot based on the criteria. Both roads are visibly accessible and meet in a distinguishable manner adjacent to the car wash. The lot has clear road access on its sides, further supporting this classification.",
"True Clean , 29002 Crossroads Ln , Evergreen , CO , 80439",39.698715,-105.3289309,39.6984962,-105.3293515,True Clean Car Wash & Detail,,Inside,"The car wash location, True Clean Car Wash & Detail, is situated mid-block, along Crossroads Ln. Although it is in a commercial area and near other buildings, it is not at a road intersection nor does it form a visible corner with any adjacent roads. Access appears to be directly from Crossroads Ln, and no major intersection is immediately adjacent to the lot. This fits the criteria for an Inside Lot.",
"Trushine #4 Kingsport , 2227 Fort Henry Dr , Kingsport , TN , 37664",36.5267711,-82.5206191,36.5267711,-82.5206191,TruShine Car Wash IV,,Corner,"The car wash is located at the intersection of Fort Henry Dr. and a smaller street (Dewey Ave). It has access from Fort Henry Dr., a major road, and is positioned visibly at the corner formed by the two roads. Despite Dewey Ave not being as major as Fort Henry Dr., the lot's positioning adheres to the criteria for a corner lot due to the intersection and visible accessibility from the adjacent main road.",
"Trushine #5 Sevierville , 116 Allensville Rd , Sevierville , TN , 37876",35.8772279,-83.5701602,35.8772279,-83.5701602,TruShine Car Wash V,,Corner,"The provided satellite images clearly show that TruShine Car Wash V is located at the intersection of Allensville Rd and another road forming a corner. The images depict two distinct roads meeting adjacent to the lot, and the lot has access from these roads. These features align with the criteria for a Corner Lot as per the defined rules.",
"Trushine #6 Blountville , 1912 TN-394 , Blountville , TN , 37617",36.5238753,-82.318723,36.5238753,-82.318723,TruShine Car Wash VI,,Corner,"The images show that TruShine Car Wash VI is located adjacent to a main road (Hwy 394) and another road intersects nearby (Ayers Pl). The proximity to the intersection of these two roads, combined with visible road access from multiple sides, establishes it as fitting the Corner Lot criteria according to the definitions given.",
"Tsunami Gary , 3251 Grant St , Gary , IN , 46408",41.559307,-87.3552511,41.559318,-87.355295,Tsunami Express Car Wash – Gary,,Corner,"Upon analyzing the images provided, it is clear that Tsunami Express Car Wash – Gary is situated at a corner of two roads, Grant St and another road perpendicular to it, visible in the images. The car wash location has access from two sides adjacent to these roads, and the corner formed by these roads is evident in the layout. Additionally, the lot does not appear to be mid-block but rather clearly situated on an intersection of road segments. Therefore, the classification is 'Corner Lot'.",
"Tsunami Grand Chute , 1911 W Wisconsin Ave , Grand Chute , WI , 54914",44.2725376,-88.4378348,44.2726936,-88.4369049,Tsunami Express Car Wash - Appleton,,Corner,"The Tsunami Express Car Wash - Appleton is located at the intersection of W Wisconsin Ave and N Sharon St, which are two main roads. The satellite images clearly show the car wash being placed at a visible corner with the lot accessible from W Wisconsin Ave and adjacent to N Sharon St. The presence of lane markings and the road dimensions confirm that these are major roads, fulfilling the criteria for a Corner Lot.",
"Tsunami Greenfield , 5520 W Layton Ave , Greenfield , WI , 53220",42.9599475,-87.9840856,42.9601097,-87.9850011,Tsunami Express Car Wash - Greenfield,,Corner,"The car wash is located at an intersection where two main roads meet, forming a corner lot. This is evident from the visible road intersection with prominent features such as road signs, lane markings, and accessibility from both roads adjacent to the lot.",
"Tsunami La Porte , 821 Pine Lake Ave , La Porte , IN , 46350",41.6282905,-86.7373076,41.6282905,-86.7373076,Tsunami Express Car Wash – La Porte,,Corner,"The car wash location is situated at the intersection of two roads, Maple Dr and the road labeled as 35. It clearly occupies a corner position as it is accessible from both roads, with visible lot boundaries and access points from the primary road.",
"Tsunami Menasha , 1335 Oneida St , Menasha , WI , 54952",44.2253226,-88.4042446,44.2263759,-88.403397,Tsunami Express Car Wash – Menasha,,Corner,"The car wash is located adjacent to an intersection where two roads meet. Additionally, the lot has access points from two sides along these roads, which are visibly major roads with lane markings and distinct traffic flow indications. This aligns with the criteria for a corner lot designation.",
"Tsunami Mt Pleasant , 6315 Washington Ave , Mount Pleasant , WI , 53406",42.7184823,-87.8577311,42.7184823,-87.8577311,Tsunami Express Car Wash – Mount Pleasant,,Corner,"Analyzing the satellite images provided, the Tsunami Express Car Wash – Mount Pleasant is situated at the intersection of Washington Avenue and Meadowlane Avenue. Washington Avenue appears to be a major road with clear road markings and multiple lanes, suggesting significant traffic flow. Meadowlane Avenue also provides direct access to the lot on another side. These features meet the criteria for being classified as a Corner Lot, as it is located at the junction of two main roads and has road access on at least two sides.",
"Tsunami Oak Creek , 140 W Puetz Rd , Oak Creek , WI , 53154",42.8871274,-87.9138393,42.8871274,-87.9138393,Tsunami Express Car Wash - Oak Creek,,Corner,"The provided images indicate that the car wash is located at the junction of two main roads: a road running horizontally (W Puetz Rd) and one running vertically adjacent to the car wash lot. The lot is accessible from both roads and forms a corner shape. The roads appear to be major roads, as evidenced by lane markings and intersections.",
"Tsunami Portage , 3105 Willowcreek Rd , Portage , IN , 46368",41.562444,-87.182288,41.562444,-87.182288,Tsunami Express Car Wash – Portage,,Corner,"The car wash 'Tsunami Express Car Wash – Portage' is located at the intersection of Willowcreek Rd and Robbins Rd, clearly marking it as a corner lot. Willowcreek Rd appears to be a major road based on its width and traffic flow, and Robbins Rd connects directly to it, forming an intersection. The lot is accessible from these roads, and its positioning aligns with the definition and visual clues for a corner lot.",
"Turnpike Car Wash , 217 W Jericho Turnpike , Huntington Station , NY , 11746",40.8289002,-73.4178321,40.8289002,-73.4178321,Turnpike Car Wash,,Inside,"The car wash 'Turnpike Car Wash' is located on a lot mid-block along W Jericho Turnpike with no major road intersections adjacent to it. On its left, there is a commercial outlet and on its right, another building, demonstrating its position between other properties on the block. It is accessible from W Jericho Turnpike only, and there is no corner formed by major roads adjacent to its lot. Thus, it does not meet the criteria for a Corner Lot and is classified as an Inside Lot.",
"Twins Merritt Island , 2240 N Courtenay Pkwy , Merritt Island , FL , 32953",28.39651,-80.704089,28.39651,-80.704089,Twins Car Wash - Merritt Island,,Corner,"The car wash 'Twins Car Wash - Merritt Island' is located at a corner formed by N Courtenay Pkwy and another road visible in the images. There are clear road accesses on two sides of the lot, and the presence of major roads with lane markings and traffic flow indicates its classification as a Corner Lot.",
"U-DRIVE , 6451 W Charleston Blvd , Las Vegas , NV , 89146",36.1588072,-115.2361828,36.1595455,-115.2344171,Terrible Herbst Self Serve Car Wash,,Corner,"The car wash is located at the intersection of S Torrey Pines Dr and W Charleston Blvd, as visible from the images. The property clearly has access from both roads, and the roads are wide and marked as major roads. This satisfies the criteria for a Corner Lot.",
"ULTIMATE CAR WASH , 1431 Cradduck Rd , Ada , OK , 74820",34.7600894,-96.662661,34.7594642,-96.6622924,Jetts Car Wash,,Inside,"From analyzing the satellite images of 'Jetts Car Wash', the car wash is observed to be located along Cradduck Road without being at an intersection or corner where two major roads meet. The property is situated mid-block between other establishments: notably, 'Phillips 66' is immediately to the south, and there are other structures to its north. While Cradduck Road can be considered a main road, there is no indication of another major road intersecting this property at a corner, making this an Inside Lot classification.",
"ULTRA SHINE AUTO SPA , 21 SOUTH FEDERAL HWY , POMPANO BEACH , FL , 33062",26.2308857,-80.10311,26.2308857,-80.10311,Ultra Shine Auto Spa,,Corner,"The provided images show the Ultra Shine Auto Spa located adjacent to SE 20th Ave and a main highway. The lot is at a corner where SE 20th Ave meets the highway, which constitutes a major intersection visible at zoom level 18. Both roads are visibly wide, with lane markings and other major road features apparent. Thus, Ultra Shine Auto Spa qualifies as being on a Corner Lot according to the criteria.",
"UNIVERSITY , 201 University Ave , Fairbanks , AK , 99709",64.8379411,-147.8114342,64.8379473,-147.8117527,Splash & Dash Car Wash Express WEST,,Corner,"The car wash 'Splash & Dash Car Wash Express WEST' is located at an intersection of two main roads, University Avenue and Geraghty Avenue. These roads are notably wide and appear to be major roads. The lot itself has visible access from the roads, forming a clear corner lot configuration. This satisfies the criteria for the corner lot classification.",
"US Car Wash , 845 N Adair St , Cornelius , OR , 97113",45.5203946,-123.061652,45.5203719,-123.0616451,US Market Car Wash,,Corner,"The car wash is situated at the intersection of N 9th Ave and Baseline St, which are visibly two main roads judging by their width and road markings. The lot is adjacent to both these roads, forming a clear corner location based on the provided images. Access to the lot is visible from both roads as well.",
"Universe , 9640 Universe Blvd NW , Albuquerque , NM , 87114",35.191141,-106.7261412,35.191151,-106.7262393,Champion Xpress Carwash,,Corner,"The 'Champion Xpress Carwash' location is adjacent to the intersection of two major roads: 'Universe Blvd NW' and 'Paradise Blvd NW'. The car wash sits at this intersection, fulfilling the criteria for a corner lot as it is bounded by roads on two sides forming a visible corner. The wider context in the satellite image clearly shows the intersection and the access from multiple roads indicates its classification as a Corner Lot.",
"Urbandale , 10950 Meredith Dr , Urbandale , IA , 50322",41.6436057,-93.7686815,41.643572,-93.768634,Champion Xpress Carwash,,Corner,"The car wash is located at the intersection of two main roads shown in the images. The roads meet near the lot forming visible corners, and the lot has accessible sides from these roads. Additionally, the roads are wide and display indicators of being major roads, such as lane markings and road names. These factors fulfil the criteria for a Corner Lot classification.",
"V EXPRESS CAR WASH , 479 Lexington Rd , Versailles , KY , 40383",38.051423,-84.7161646,38.051423,-84.7161646,V-Express Car Wash,,Corner,"The car wash, V-Express Car Wash, is located at the intersection of Lexington Rd and Wilson Ave. Both roads are major roads with distinct markings and visible width. The lot forms a corner with accessibility from Lexington Rd, and the intersection is well-defined. The lot shape and orientation towards the intersection further corroborate the Corner classification.",
"VENICE CAR WASH , 700 S Tamiami Trail , Venice , FL , 34285",27.0888382,-82.4438816,27.0888382,-82.4438816,Venice Car Wash & Detail Center,,Corner,"Upon analyzing the provided images, the car wash location 'Venice Car Wash & Detail Center' is classified as a Corner Lot. The establishment is situated at the intersection of San Marco Dr and another major road in Venice, visible in all three images. These roads meet at a clear corner, with the lot having access from both roads. The roads are wide, indicative of major roads, and there are visible road markings and intersections confirming this classification.",
"VICS CAR WASH , 449 N Bolingbrook Dr , Bolingbrook , IL , 60440",41.7103171,-88.0691782,41.7103171,-88.0691782,Vic's Express Car Wash & Detail Center,,Corner,"The car wash location is situated at the intersection of two main roads, specifically W Boughton Rd and another road marked as 53. The lot is adjacent to this intersection, making it clearly a corner lot. Additionally, these roads have visible lane markings and wide lanes that characterize major roads, fulfilling the criteria for a corner lot. Access to the lot is visible from W Boughton Rd, and its position relative to the intersection further confirms this classification.",
"VIPEXPRESSCARWASH.NET , 387 Prospect Ave , Wood Dale , IL , 60191",41.9657766,-87.9978929,41.9657766,-87.9978929,VIP Express Car Wash & Detail Co.,,Corner,"The VIP Express Car Wash & Detail Co. is located at the intersection of Prospect Ave and the adjoining main road (visible features suggest it is East Washington St or another labeled street). The car wash is accessible from Prospect Ave and has its lot forming a clear corner shape adjacent to two roads. The adjoining roads are clearly main roads, judging by their width and signage. These features satisfy the criteria for being a corner lot.",
"ValleyStream NY , 350 Rockaway Ave , Valley Stream , NY , 11580",40.6599177,-73.7005938,40.6599498,-73.7004734,Valley Stream Car Wash and detailing center and tinting expert,,Corner,"The location of 'Valley Stream Car Wash and detailing center and tinting expert' is at the intersection of two roads, Rockaway Ave and another connecting road. The imagery clearly shows the lot situated on a corner where two major roads meet, and the lot is accessible from at least one road. This satisfies the criteria for a corner lot.",
"Valvoline Express Care , 6455 Prutzman Rd , Beaumont , TX , 77706",30.0766276,-94.1706008,30.0766312,-94.1706967,Johnson's Express Lube & Carwash,,Corner,"Johnson's Express Lube & Carwash is located on a lot clearly adjacent to Prutzman Rd and Calder Ave, which meet at a corner forming an intersection visible in the images. The lot has access from Prutzman Rd and possibly Calder Ave as well, aligning with the criteria for a corner lot at the junction of two main roads. Furthermore, Prutzman Rd and Calder Ave are visibly significant roads, strengthening the classification as a corner lot.",
"Vancouver , 1316 NE 134th St , Vancouver , WA , 98685",45.7186404,-122.6576389,45.7186516,-122.6576292,Oilstop Drive Thru Oil Change,,Corner,"The car wash location is situated at the intersection of NE 134th St and NW 12th Ave, connecting these roads visibly. At least two roads meet at this location, forming a corner, adhering to the 'Corner Lot' criteria.",
"Varsity Carwash  Duff , 1016 S Duff Ave , Ames , IA , 50010",42.0130274,-93.6099251,42.0130274,-93.6099251,Varsity Carwash,,Corner,The Varsity Carwash is located at the intersection of S Duff Ave and another road leading into its lot. The images clearly show that the car wash has access from both roads and is situated at a corner defined by these two roads. This is evident from the lot's proximity to the intersection and accessibility from two distinct sides adjacent to major roads.,
"Varsity Carwash Lincoln , 3705 Lincoln Way , Ames , IA , 50014",42.0232629,-93.6692765,42.0232629,-93.6692765,Varsity Carwash,,Corner,"The Varsity Carwash is situated at the junction of Lincoln Way and Marshall Ave, clearly forming a corner lot. The lot is adjacent to both roads, with visible road markings, sidewalks, and ample access points showing its placement at the intersection of two main roads.",
"Velocity Car Wash , 1607 W Highway 40 , Vernal , UT , 84078",40.4439821,-109.5581948,40.4440442,-109.5576023,Velocity Car Wash,,Corner,"The Velocity Car Wash is located at the intersection of two major roads, visible in the satellite imagery as 1500 W and a connecting road labeled as 191 or Highway. This qualifies the location as a Corner Lot based on the definitions, as it has access from more than one main road and is visibly situated at a corner formed by these roads.",
"Vibe Car Wash McKinney , 3745 Virginia Pkwy , McKinney , TX , 75071",33.1962475,-96.668117,33.1962475,-96.668117,Vibe Car Wash,,Corner,"The 'Vibe Car Wash' is located at the intersection of Virginia Pkwy and another road, with access from both sides. This qualifies it as a Corner Lot as it meets the criteria of being near an intersection with clear access from multiple roads.",
"Vibe Car Wash Plano , 801 Spring Creek Pkwy , Plano , TX , 75023",33.0570273,-96.7088993,33.0570273,-96.7088993,Vibe Car Wash,,Corner,"The satellite images show that Vibe Car Wash is located adjacent to the intersection of Spring Creek Pkwy and a significant nearby road (possibly Lookout Trail or another main road visible). This location places the car wash at a corner lot according to the provided criteria, as two roads visibly meet near the lot. Additionally, the accessibility from Spring Creek Pkwy emphasizes this classification.",
"Vic's Express , 11493 W Belleview Ave , Littleton , CO , 80127",39.6249677,-105.1273109,39.624975,-105.1273346,Vic's Express Car Wash,,Corner,"Vic's Express Car Wash is located adjacent to an intersection where S Robb St meets W Hialeah Pl. Additionally, W Hialeah Pl is close to W Belleview Ave, a major road. The lot has road access on W Hialeah Pl and is distinctly situated at a prominent junction, meeting the criteria for a Corner Lot.",
"Victory Car Wash , 12870 Mariposa Rd , Victorville , CA , 92395",34.4846273,-117.3326646,34.484647,-117.3326881,Shell,,Corner,"The satellite images of the car wash indicate that the location is situated at the intersection of two main roads, Nisqualli Rd and Mariposa Rd. The car wash is positioned directly on this corner, with visible road access points adjacent to both roads. The roads form a defined intersection, aligning with the criteria for a Corner Lot.",
"Virginia Car Wash Co. , 4830 Portsmouth Blvd , Chesapeake , VA , 23321",36.8173419,-76.442266,36.8173419,-76.442266,Virginia Car Wash Co.,,Corner,"The car wash location 'Virginia Car Wash Co.' is situated at the intersection of Portsmouth Blvd and Joliff Rd, which are visibly main roads. The lot is adjacent to these roads, forming a corner lot as defined by the presence of two roads meeting near the property and offering access to the lot.",
"Vortex Car Wash , 150 Jonathans Way , Suffolk , VA , 23434",36.7683141,-76.5833526,36.7683141,-76.5833526,Vortex Express Car Wash,,Corner,"The car wash is situated at a location where two roads meet, specifically where Jonathan's Way intersects within the broader layout visible in the satellite images. This intersection visibly forms a corner, and part of the lot is adjacent to the road on multiple sides. The road is prominent enough to suggest it is a main access route, fulfilling the criteria of being a Corner Lot.",
"WASHPOINTE AUTO WASH , 1401 N Prince St , Clovis , NM , 88101",34.4124715,-103.1961625,34.4124715,-103.1961625,Washpointe Auto Wash,,Corner,"Washpointe Auto Wash is located at the intersection of N Prince St and N Lea St, with N Prince St being a major road as evident from its width and lane markings. The property directly accesses N Prince St and is prominently situated adjacent to this primary intersection, making it a corner lot. The presence of Grease Monkey on the same lot but closer to the intersection reinforces the corner classification.",
"WASHWORKS EXPRESS , 601 E King Ave , Kingsville , TX , 78363",27.5153746,-97.8615692,27.5153746,-97.8615692,WashWorks Kingsville,,Corner,"Based on the provided satellite images, the car wash 'WashWorks Kingsville' is located at the intersection of E Kennedy Ave and S 11th St. This is evident due to the presence of road markings, sidewalks, and visible traffic flow features showing two major roads intersecting near the lot. The car wash is positioned adjacent to this intersection, fulfilling the criteria for being classified as a Corner Lot.",
"WATER GAP CAR WASH , 31 Justice Dr , Hazard , KY , 41701",37.296668,-83.2145406,37.296668,-83.2145406,Watergap Car Wash,,Corner,"The Watergap Car Wash is located at the intersection of Justice Dr and Fitz Gilbert Rd, which are clearly major roads with lane markings visible in the provided satellite images. The lot occupies the corner space where these two roads meet, fulfilling the criteria for a Corner Lot. Both the lot's position relative to the roads and its access points confirm this classification as a Corner Lot.",
"WOW Car Wash , 911 N Broad St , Monroe , GA , 30655",33.8119758,-83.727067,33.8119758,-83.727067,WOW Express Carwash,,Corner,"The WOW Express Carwash appears to be situated at the end of a block where Dairy Ln intersects N Broad St. These roads are visible as significant paths, and the carwash is positioned such that it has features of two roads meeting adjacently, matching the corner lot criteria.",
"WOW Car Wash Winder , 242 N Broad St , Winder , GA , 30680",34.0008593,-83.710324,34.0008593,-83.710324,WOW Express Carwash,,Corner,"The satellite images show the 'WOW Express Carwash' located at the intersection of two main roads — Virginia Avenue and GA Hwy 211. The lot aligns with the definition of a Corner Lot as it is at a clear road intersection, with visible access on both adjoining sides of the lot from major roads. Virginia Avenue and GA Hwy 211 appear to be significant roads based on their width and markings, further supporting the classification as a Corner Lot.",
"Warrior Way , 540 Warrior Way , Grand Junction , CO , 81504",39.0836225,-108.4724937,39.0835166,-108.4727451,Champion Xpress Carwash,,Corner,"The Champion Xpress Carwash is located at the intersection of Warrior Way and E Road. The lot is visibly adjacent to these two main roads, forming a corner. Both roads are wide and serve as major roads with traffic markings visible. The car wash lot has access from both roads, confirming its classification as a Corner Lot.",
"Wash 37055 , 118 Henslee Dr , Dickson , TN , 37055",36.0741589,-87.3697417,36.0741589,-87.3697417,Wash 37055,,Corner,"The car wash 'Wash 37055' is located at the intersection of two major roads, College St and Henslee Dr, meeting visibly at a corner. Furthermore, the satellite images show clear road access on both sides aligning with corner lot characteristics.",
