full_site_address,Latitude,Longitude,new_latitude,new_longitude,carwash_name_in_image,classification,justification
"Whistle Express Car Wash - Macedonia , 309 Highland Rd , Macedonia , OH , 44056",41.300026,-81.514408,41.300025999999995,-81.514408,Whistle Express Car Wash,Corner,"The red-circled lot sits directly at the intersection of two major roads – State Route 8 (a multi-lane divided highway) on its west side and Highland Road (a busy east-west arterial) on its south side. At zoom 17 you can clearly see the highway shield and multiple lanes/turn arrows, and at zooms 18–19 the car wash has curb cuts on both of those roads. This meets the criteria for a Corner Lot, since two wide public roads form a visible corner adjacent to the property."
"Whistle Express Car Wash - Mayport , 1500 Mayport Rd , Atlantic Beach , FL , 32233",30.3357223,-81.415354,30.335722299999993,-81.415354,Whistle Express Car Wash,Corner,"The red-circled car wash directly abuts the intersection of two through roads: a multi-lane arterial (running north–south) and a named two-lane road (Levy Rd). At higher zooms you can clearly see turn lanes, crosswalks, and curb cuts on both sides of the property. The lot faces both major roads on adjacent edges, fulfilling the corner-lot criteria."
"Whistle Express Car Wash - Melbourne , 4860 N Wickham Rd , Melbourne , FL , 32940",28.1879225,-80.6727404,28.1879225,-80.6727404,Whistle Express Car Wash,Inside,"Although the car wash fronts a multi-lane road (N Wickham Rd), it does not sit directly at an intersection of two major roads. Constellation Dr. & N Wickham Rd. meet one block to the north, but that corner is occupied by other outparcels (e.g. the RaceTrac). The Whistle Express building is set back behind internal drives and only has direct frontage on N Wickham Rd., with its other lot lines bordered by shared parking aisles and service lanes. Because it faces just one main road and is not adjacent to the crossing of two majors, it is an Inside Lot."
"Whistle Express Car Wash - Mount Airy , 139 Kodiak Ln , Mount Airy , NC , 27030",36.4877738,-80.6157567,36.4877738,-80.61575669999999,Whistle Express Car Wash,Inside,"At all zoom levels the car wash sits mid-block along a single main thoroughfare (the Greenway frontage road adjacent to S Andy Griffith Parkway). There is no intersection of two major roads directly abutting the red-circled lot. On one side it faces the Greenway, and on the opposite side it borders Lovills Creek. All other surrounding lanes are service drives or private access ways, so this lot does not form a corner of two main roads and is therefore classified as an Inside Lot."
"Whistle Express Car Wash - Murphy , 251 King St , Murphy , NC , 28906",35.0798938,-84.033852,35.0798938,-84.033852,Whistle Express Car Wash,Corner,"The facility sits directly at the intersection of two major roads: Hiwassee Street (a wide, multi-lane state route) and U.S. 74/King Street (a divided highway with turn lanes and shields). The red-circled lot has curb cuts and frontage on both of these primary thoroughfares, with visible intersection markings and multiple lanes on each side, satisfying the corner-lot criteria."
"Whistle Express Car Wash - Orange Park , 950 Park Ave , Orange Park , FL , 32073",30.178049,-81.7020568,30.178049,-81.7020568,Whistle Express Car Wash,Corner,"The red-circled car wash sits directly at the signalized intersection of two major roads – Park Avenue (State Route 15, a multi-lane highway with median and turn arrows) and Campbell Avenue (a prominent east-west thoroughfare). At higher zoom levels you can clearly see curb cuts and drive access on both Park and Campbell, and the property occupies the northwest quadrant of this intersection. These characteristics (two wide, labeled roads meeting adjacent to the site and road frontage on both) meet the definition of a Corner Lot."
"Whistle Express Car Wash - Pole Green , 7423 Pole Green Rd , Mechanicsville , VA , 23116",37.6305119,-77.3632838,37.630511899999995,-77.36328379999999,Whistle Express Car Wash,Inside,"All three zoom levels show the car wash sitting mid-block along a single major thoroughfare (Pole Green Rd) with only minor service drives and private entrances (Antique Ln/Amf Dr on the west and Commonwealth Pkwy Dr on the east) abutting the lot. There is no intersection of two wide, multi-lane roads at the red-circled site. The adjacent north–south streets serve only local traffic, so the site does not occupy a true ‘corner’ of two main roads and is therefore an Inside Lot."
"Whistle Express Car Wash - Pooler , 2001 Pooler Pkwy , Pooler , GA , 31322",32.0816962,-81.2801965,32.081696199999996,-81.2801965,Whistle Express Car Wash,Corner,"The red-circled car wash sits directly at the grade intersection of two multi-lane thoroughfares: Pooler Parkway on its west side and the Interstate-16 off-ramp on its north side.  At zoom levels 18–19 you can clearly see turn arrows, signalized crosswalks and multiple lanes on both of these roads—features of ’major roads’—and the wash has direct curb cuts onto both.  It is not tucked mid-block behind other properties or merely served by a private drive but rather occupies the visible corner formed by two primary traffic routes, satisfying the Corner Lot criteria."
"Whistle Express Car Wash - Racers Edge , 351 Commonwealth Blvd , Martinsville , VA , 24112",36.6968363,-79.8870267,36.696809099999996,-79.8870759,Whistle Express Car Wash,Inside,"The car wash fronts only Commonwealth Boulevard West—a single multi-lane road—and does not sit at the junction of two major streets. The drives on either side are private access ways or small service roads, not wide public thoroughfares. No second main road intersects immediately adjacent to the red-circled lot, so it is an Inside Lot rather than a Corner Lot."
"Whistle Express Car Wash - Roxboro , 421 N Madison Blvd , Roxboro , NC , 27573",36.3995425,-78.9823863,36.399542499999995,-78.9823863,Whistle Express Car Wash,Inside,"The car wash parcel only fronts one major roadway (N Madison Blvd). While the site does meet a minor cross‐street (Ivey St) at its northern edge, Ivey St is a narrow two‐lane local street without the lane markings, turn arrows or traffic volume of an arterial highway. No intersection of two wide or classified roads forms a corner alongside the lot, so by the definition it is an Inside Lot."
"Whistle Express Car Wash - SouthPort , 5014 Southport Crossing Wy , Southport , NC , 28461",33.9540971,-78.0503435,33.954097100000006,-78.0503435,Whistle Express Car Wash,Inside,"Although the car wash sits near the 133/211 interchange, the red-circled lot only directly fronts one major public roadway (Long Beach Road, NC-133). Its other frontage is on Southport Crossing Way, which is a private shopping‐center access drive rather than a second main road. There is no curb cut or direct lot access onto NC-211, so the site does not occupy the corner formed by two major public thoroughfares. It is therefore classified as an Inside Lot."
"Whistle Express Car Wash - Washington , 427 Bridge St , Washington , NC , 27889",35.5488005,-77.057573,35.5488005,-77.05757299999999,Whistle Express Car Wash,Corner,"The red-circled car wash sits directly at the junction of two major through-streets (Bridge Street and US-264/Business 17). In all zoom levels you can see multiple travel lanes, turn arrows, and signalized cross-traffic, confirming both are main roads. The lot has street frontage and curb cuts on both roads, forming a true corner configuration rather than mid-block or alley access. Therefore, it meets the criteria for a Corner Lot."
"Whistle Express Car Wash - Westover , 105 S Westover Blvd , Albany , GA , 31707",31.5843172,-84.2206133,31.5843172,-84.2206133,Whistle Express Car Wash,Inside,"At all zoom levels the red-circled car wash parcel fronts only one primary road (S Westover Blvd). Although a major cross-road (GA-234) and its intersection with S Westover Blvd appear one block north, the lot itself does not directly abut that intersection. To its west and south is undeveloped woodland and to the east only a private drive for the building under construction, not a second major road. Because it lies mid-block along a single main thoroughfare with no two wide public roads meeting at the parcel, it is an Inside Lot."
"Whistle Express Car Wash -Boll Weevil , 654 Boll Weevil Cir , Enterprise , AL , 36330",31.3218393,-85.8302736,31.3218393,-85.8302736,Whistle Express Car Wash,Inside,"All three zoom levels show the Whistle Express Car Wash set back from Boil Weevil Circle on a private service drive shared with McDonald’s and Walgreens rather than fronting a second major road. While a multi-lane highway (Boll Weevil Circle/US-84/12) runs immediately to the west, the lot’s other boundaries are a small access drive and parking areas, not a second principal roadway. There is no intersection of two primary roads directly adjacent to the circled lot, so it does not meet the criteria for a Corner Lot."
"Whistle Express Car Wash Crawfordville , 2135 Crawfordville Hwy , Crawfordville , FL , 32327",30.2136553,-84.3632953,30.213655299999996,-84.36329529999999,Whistle Express Car Wash,Inside,"All three zoom levels show the Whistle Express lot fronting only one major road – U.S. Hwy 319 – with no intersection of two wide, through‐traffic streets immediately adjacent to the red-circled lot. The only other drives touching the property are private access lanes or service roads for neighboring businesses. Because it does not sit at the junction of two main roads but rather mid‐block along Hwy 319, it meets the definition of an Inside Lot."
"Whistle Express Car WashChristiansburg , 945 N Franklin St , Christiansburg , VA , 24073",37.141632,-80.4147648,37.141632,-80.4147648,Whistle Express Car Wash,Inside,"The car wash parcel only fronts US-460 Business (N Franklin St) and lies mid-block between two smaller residential streets (Church St NE to the north and Lucas St NE to the south). None of those side streets exhibit multi-lane or highway characteristics, and there is no intersection of two major roads directly adjacent to the marked lot. Therefore it does not occupy a true corner formed by two wide, principal roadways and is best classified as an inside lot."
"Whistle Express Car WashHendersonville , 579 New Shackle Island Rd , Hendersonville , TN , 37075",36.3377933,-86.6163971,36.337725,-86.61642599999999,Whistle Express Car Wash,Corner,"The car wash sits directly at the intersection of two labeled, through‐traffic roads (New Shackle Island Rd – SR 258 on the east side and Old Shackle Island Rd on the north side). Both roads show features of main thoroughfares (a highway shield, multiple lanes, turn approaches, and clear road names). At higher zooms you can see driveway curb cuts onto each road and the building oriented toward the corner of the two streets. It is not mid‐block but clearly occupies a corner lot."
"Whistle Express Car WashNorth Valdosta , 4139 N Valdosta Rd , Valdosta , GA , 31602",30.8968771,-83.3289852,30.896696499999997,-83.3287421,Whistle Express Car Wash,Inside,"Across all zoom levels the car wash only abuts one major thoroughfare (Old U.S. 41 N). Although the parcel lies between US Hwy 41 to the north and Old US 41 to the south, the property has no direct curb cut on the divided highway—only on Old US 41 N. The only other street touching the lot is Willow Wood Gate, a two-lane neighborhood connector, which does not qualify as a second major road. Since there is no corner formed by two wide, heavily-trafficked roads at the red-circled lot, this site is classified as an Inside Lot."
"Whistle Express Car WashPort Wentworth , 38 Magellan Blvd , Port Wentworth , GA , 31407",32.1956562,-81.1974481,32.1956562,-81.1974481,Whistle Express Car Wash,Inside,"The Whistle Express site sits mid-block on Magellan Boulevard between the Cook Street intersection to the north and the Cabot Street intersection to the south. Although it abuts Magellan Boulevard—a major multi-lane road—it does not occupy the corner of that road with another primary thoroughfare. The road to its east is a frontage/service drive for I-95, which by the criteria does not qualify as a second major road. Higher-zoom imagery confirms the lot is flanked by local access streets (Cabot and Cook) rather than two wide, intersecting major roads, so it is an inside lot."
"White Water CW , 7600 Crater Lake Hwy , White City , OR , 97503",42.4267962,-122.8487759,42.426845,-122.84918800000001,Lil' Pantry White City,Corner,"The red-circled car wash sits at the signalized intersection of two major roads – north–south Route 62 (a divided multi-lane highway) and east–west Antelope Road (a multi-lane arterial with turn lanes and crosswalks). High-resolution zooms show the lot fronting and having curb cuts on both roads, with visible medians, turn arrows, and highway shields. These features satisfy the criteria for a corner lot."
"Wicked Wash , 160 E 1st S , Rigby , ID , 83442",43.6698154,-111.9134033,43.6696788,-111.91321020000001,Tagg-N-Go Car Wash,Corner,"At all three zoom levels the circled lot sits on the southwest quadrant of the junction where E 1st S (a four-lane east-west arterial with turn arrows and crosswalks) meets US-20/Medal of Honor Hwy (a divided, multi-lane highway). The car wash has direct curb cuts onto E 1st S and is bounded on its east side by the highway right-of-way/off-ramp, clearly occupying a corner formed by two major roads."
"Willy's Wash , 2605 N 14th St , Ponca City , OK , 74601",36.7364497,-97.0666901,36.736437099999996,-97.06669260000001,Willy's Wash,Inside,"The red-circled car wash sits mid-block along N 14th St (US-77) and does not front a second major road. To its east is only a narrow private access drive serving adjacent hotels and businesses, with no lane markings, highway shields, or roadway names. At higher zooms you can see the car wash is located between the intersections at E Prospect Ave to the north and Princeton Ave to the south rather than directly on a corner formed by two main roads, so it is an Inside Lot."
"Wolfrum , 1010 Wolfrum Rd , Weldon Spring , MO , 63304",38.7287947,-90.6444119,38.7287947,-90.6444119,Scrubbles Car Wash,Inside,"The Valvoline car wash sits mid-block along Wolfrum Road with no second major road intersecting at its lot boundary. Although Interstate 94 runs parallel just east, there is no direct intersection or frontage onto the highway—only an embankment and ramp access. On the west and north sides the lot is bounded by the strip-mall parking drive and service drives, which are not major roads. Therefore this site is an inside lot, having a single frontage on one main road without forming a visible corner of two wide thoroughfares."
"Woodie's Ballantrae , 17322 FL-54 , Lutz , FL , 33558",28.193589,-82.527278,28.193565699999997,-82.5274159,Woodie's Wash Shack - Ballantrae,Inside,"At all zoom levels the wash sits mid‐block along State Route 54’s south frontage, with only a minor service drive on its east side rather than a second major road. There is no intersection of two wide, multi-lane thoroughfares directly adjacent to the red-circled lot. The only other bordering roadway is a private/service access for the neighboring plaza, so the car wash does not occupy a true corner of two main roads."
"Woodie's Gibsonton , 9350 Theater Dr , Gibsonton , FL , 33534",27.849035,-82.3507939,27.8490453,-82.3508225,Woodie's Wash Shack - Gibsonton,Inside,At no zoom level does the car wash sit at the corner of two major roads. The red-circled lot faces only Theater Drive—a secondary frontage road running along the shopping center—and does not directly abut Gibsonton Drive at an intersection. Gibsonton Drive passes to the north but is separated by a landscaped buffer and service drives; the car wash has access only from Theater Drive (and internal private drives) rather than two wide public roads meeting at a visible corner. Therefore it does not meet the corner‐lot criteria and is classified as an Inside Lot.
"Woodie's Lutz , 24749 FL-54 , Lutz , FL , 33559",28.1864462,-82.4066793,28.1865876,-82.40673369999999,Woodie's Wash Shack - Cypress Creek,Inside,"At each zoom level the car wash sits mid-block along State Road 54 with only a private service drive to its north and neighboring businesses directly to its east and west. Although there is a curb‐cut with turn lanes and a crosswalk on SR 54 at the west end of the lot, that side street serves only as an internal access road for the shopping center—not a second major road intersection. No two wide, named arterials meet at the red-circled property, so it is an Inside Lot."
"Woodie's Sun City , 4927 FL-674 , Wimauma , FL , 33598",27.7119642,-82.3332559,27.711964199999997,-82.3332559,Woodie's Wash Shack - Sun City,Inside,"At all zoom levels the wash sits mid-block along State Road 674 (Sun City Center Blvd), flanked on either side by other commercial parcels (Wawa, Advance Auto Parts, etc.). It does not directly abut a cross street of equal importance – the nearest intersection with U.S. 301 is two lots to the west – and its other boundaries are only private service drives. Therefore it is not at a junction of two major roads and is classified as an Inside Lot."
"ZAK's Car Wash , 2500 S Business 49 , Neosho , MO , 64850",36.8428883,-94.3926174,36.843139799999996,-94.3922152,Zak's Express Car Wash,Corner,"At all three zoom levels the red-circled car wash sits directly at the 90° intersection of Lusk Drive (a named, two-lane commercial arterial) and U.S. Business 49 (a multi-lane, signed highway with on/off ramps). The property has curb cuts and direct drive access on both road frontages, and you can clearly see highway shields, turn arrows, and a divided median on Business 49 plus stop bars on Lusk Drive. Because it fronts two major public roads at their junction, it meets the criteria for a Corner Lot."
"Bridgeville , 3101 Washington Pike , Bridgeville , PA , 15017",40.3493811,-80.1116229,40.3493639,-80.11161489999999,ModWash,Inside,"The ModWash site only fronts one major roadway (Washington Pike) and does not sit at the junction of two primary roads. On its southern edge it meets Bursca Drive, which is a small service/driveway serving the adjacent Sheetz and auto shops rather than a full‐width arterial or highway. The other sides of the lot face private parking areas or a creek. Because it is not located at an intersection of two major roads, it meets the definition of an Inside Lot."
"COUGAR RIDGE , 10215 China Spring Rd , Waco , TX , 76708",31.6285436,-97.2443216,31.6296663,-97.2407904,Cougar Ridge Car Wash,Corner,"The car wash sits directly at the intersection of two multi-lane arterial roads (China Spring Road 1637 running east–west and Granada Drive running north–south). In all zoom levels you can see turn lanes, crosswalk markings, and signalized or marked intersections on both sides of the red-circled lot. Because the site fronts and has curb cuts onto two major roads meeting at an obvious corner, it meets the Corner Lot criteria."
"Erie , 4234 Buffalo Rd , Erie , PA , 16510",42.1452943,-80.005931,42.1453858,-80.0061402,ModWash,Inside,"Although the site has access off both Buffalo Road and Tarra Street, only Buffalo Road is a major, multi-lane thoroughfare. Tarra Street is a narrow local/residential street. There is no intersection of two primary roads bounding the property, so the car wash sits mid-block along Buffalo Road and is classified as an Inside Lot."
"Evolution Car Wash , 1665 NV-88 , Minden , NV , 89423",38.9587747,-119.7777729,38.9587747,-119.77777289999997,Evolution Car Wash,Corner,"At all zoom levels the red-circled car wash sits directly between two multi-lane roadways – N Hwy 395 to the east and the SR 88/395 interchange ramp to the west – forming a clear corner. You can see highway shields, multiple turn lanes, crosswalks and curb cuts serving both roads. The lot isn’t mid-block but actually fronts these two major thoroughfares, meeting the definition of a Corner Lot."
"Fast and Friendly Maricopa II , 42020 W Maricopa-Casa Grande Hwy , Maricopa , AZ , 85138",33.0394599,-112.0187546,33.0394599,-112.0187546,Fast & Friendly Express Car Wash,Inside,"At higher zoom we can see the car wash fronts only the multi-lane Maricopa–Casa Grande Hwy; the road on its north side is just a local service or frontage drive (no turn arrows, highway shields or cross-traffic lanes). The nearest true intersections with other major roads (Stonegate Rd to the west and Shea Way to the east) lie well beyond this lot. Because it does not sit at the corner of two main roads but instead mid-block against one highway and a private access drive, it is an Inside lot."
"FoamWorks Fayetteville , 1512 GA-85 , Fayetteville , GA , 30214",33.4872303,-84.4341295,33.4872303,-84.4341295,FoamWorks Auto Spa of Fayetteville,Corner,"The car wash sits directly at the junction of two public roads – multi‐lane Hwy 85 and Roberts Road – and has curb cuts and frontage on both, forming a clear corner configuration. The satellite imagery at all zoom levels shows two wide, through‐roads meeting adjacent to the red-circled lot (turn lanes and highway lane markings on Hwy 85, continuous centerlines on Roberts Road), confirming it as a Corner Lot rather than an inside-block location."
"GO Car Wash- 412 Rock Port , 2200 Rock Port Dr , Harrisonburg , VA , 22801",38.4050476,-78.8677602,38.405047599999996,-78.86776019999999,GO Car Wash,Corner,"The GO Car Wash parcel sits directly at the junction of two major, multi-lane roads — Stone Springs Rd (Route 726) to the south and Rock Port Dr to the north/east. You can clearly see turn-lane arrows, a median cut, and signalized crosswalks on Stone Springs Rd, and continuous curb frontage along Rock Port Dr. The lot has driveways and curb cuts on both of these wide, named arterials, meeting the Corner Lot definition."
"GO Car Wash- 413 Market , 2335 E Market St , Harrisonburg , VA , 22801",38.4210548,-78.8382949,38.4210548,-78.8382949,GO Car Wash,Inside,"Across all zoom levels the car wash only directly abuts one major road (E Market St). Its other boundaries are private parking aisles and service drives, not a second public arterial. There is no intersection of two wide, public roads at the red-circled lot, so it is an Inside Lot."
"Gaffney , 1521 W Floyd Baker Blvd , Gaffney , SC , 29341",35.0895526,-81.6636002,35.0895393,-81.6635857,ModWash,Inside,"Across all zoom levels the ModWash site fronts only one significant roadway (Walton Drive) and does not sit at the junction of two major roads. The opposite sides of the lot are bounded by private service drives and parking areas, not by a second wide, multi-lane street. There is no intersection of two main public thoroughfares directly adjacent to the red-circled lot, so it meets the definition of an Inside Lot."
"Hydro Express Wash , 3088 Hennepin Dr , Joliet , IL , 60431",41.5726477,-88.1574489,41.5726477,-88.15744889999999,Hydro Express Car Wash and Detail Center,Inside,"The car wash sits mid-block along a single major thoroughfare (Hennepin Drive) with no intersecting wide public road directly adjacent. The only other bordering path is a narrow private/service drive leading to the water tower, not a second main road. Since the lot does not occupy a corner formed by two principal roads, it is an Inside Lot."
"Lakes Edge , 7916 Bradley Long Dr. , Lake Norman of Catawba , NC , 28682",35.5832605,-80.9887544,35.5832605,-80.98875439999999,Lakes Edge Express Wash,Corner,"The red-circled car wash sits immediately at the T-intersection of two major public roads: N.C. Highway 150 (a four-lane divided highway with turn arrows and highway shields) and Jameson Way (a multi-lane commercial connector with center turn lanes). The lot has frontage and direct curb cuts on both roadways and clearly occupies the southeast corner of this signalized intersection, meeting the criteria for a Corner Lot."
"Let's Go Bixby , 15025 S Memorial Dr , Bixby , OK , 74008",35.9453430605934,-95.8863834618877,35.9453485,-95.88626359999999,Okie Express Auto Wash,Corner,"The car wash property sits directly at the signalized intersection of two major roads (US-64 running north–south and E 151st St S running east–west). In all zoom levels you can see wide multi-lane roadways on the west and south sides of the lot, clear turn lanes and curb cuts feeding the site from both streets, and traffic signals at the corner. These are both primary arterials, not small service drives or alleys, so the lot clearly occupies a corner position."
"Magic Barboursville , 6442 US-60 , Barboursville , WV , 25504",38.4156073,-82.2972267,38.41560140000001,-82.29724519999999,Take 5 Car Wash,Inside,"At zoom 17 the car wash sits mid‐block on US-60 between Farmdale Road to the west and a small private lane to the east, rather than at a public intersection. Zooms 18 and 19 confirm only US-60 (a four-lane highway) directly borders the red-circled lot. The lot’s other edges abut private drive aisles and neighboring parking areas, not a second major road. Since the site has frontage on only one main thoroughfare and no adjacent intersection of two wide public roads, it meets the criteria for an Inside Lot."
"Magic Belle , 1601 S Main St , Bellefontaine , OH , 43311",40.3369448,-83.7614212,40.336954299999995,-83.761389,Take 5 Car Wash,Inside,"Although the Take 5 Car Wash property touches two paved roads, only one of those (US-68/Clarkson Avenue) is a true major thoroughfare. The other road (Kent Drive) functions as a low-volume service/business access drive rather than a second multi-lane or high-capacity route. Per the criteria, a corner lot must sit at the intersection of two major roads. Here the lot fronts US-68 on one side but only a local access street on the other, making it an Inside Lot."
"Magic Circleville , 1475 S Court St , Circleville , OH , 43113",39.5811987,-82.9522844,39.5811924,-82.9522715,Take 5 Car Wash,Inside,"The car wash sits mid‐block along S Court Street between Sperry Drive to the north and E Circle Lane to the south. It only fronts one primary road (S Court St) and has its driveways directly onto that street. Although U.S.-23/Goodchild Road runs nearby, there is no direct corner intersection at the lot, no curb cut onto Goodchild Road, and no meeting of two major roads at the red-circled parcel. Therefore it meets the Inside Lot definition."
"Magic Defiance , 8715 OH-66 , Defiance , OH , 43512",41.316082,-84.360527,41.316082,-84.36052699999999,Take 5 Car Wash,Corner,"The car wash sits at the northeast quadrant of a full four-way intersection between two multi-lane, high-traffic roads (Route 66 running north–south and a major retail access road running east–west).  At zooms 18 and 19 you can clearly see turn-arrow pavement markings, crosswalks, and median openings on both streets.  The lot has curb cuts and frontage on both of these wide, clearly defined roads, meeting the criteria for a Corner Lot."
"Magic Gallipolis , 2183 Eastern Ave , Gallipolis , OH , 45631",38.8246133,-82.1703409,38.824613299999996,-82.1703409,Take 5 Car Wash,Inside,"The Take 5 site fronts only one major road (Ohio River Scenic Byway/Route 7) and sits mid-block between larger properties rather than at the junction of two wide highways. Although there is a side access drive and a service road nearby, no second main road intersects immediately adjacent to the red-circled lot. The car wash therefore qualifies as an inside lot."
"Magic LaGrange , 1100 Lafayette Pkwy , LaGrange , GA , 30241",33.0400117,-85.0065807,33.0399862,-85.0067431,Take 5 Car Wash,Corner,"The red-circled car wash sits directly at the 4-way intersection of two major roads, Robertson Street (GA-109) and Lafayette Parkway. Both roads are multi-lane arterials with turn lanes, marked crosswalks, and state route shields. The lot has curb cuts and frontage on both streets, meeting the criteria for a corner lot."
"Magic Piqua , 1292 E Ash St , Piqua , OH , 45356",40.1510683,-84.2092494,40.151108199999996,-84.20924939999999,Take 5 Car Wash,Inside,"All three zoom levels show that the Take 5 Car Wash fronts only on E Ash St (US-36) and does not sit at a public intersection of two major roads. The road on its east side is clearly a private service drive into the Miami Valley Crossing/Walmart lot (it dead-ends in the parking field and has no highway shields, road name, or through-connection). There are no turn-lane arrows or signed cross-traffic on that side street beyond the retail entrance. In contrast, E Ash St is the only true multi-lane, signalized thoroughfare bordering the lot. Because the car wash only has frontage on one primary road and abuts a private drive rather than a second main road, it is classified as an Inside Lot."
"Magic Portsmouth , 2311 Gallia St , Portsmouth , OH , 45662",38.7398579,-82.9706182,38.739831699999996,-82.9706594,Take 5 Car Wash,Inside,"While the car wash sits on Gallia Street (a multi-lane, signed route), its other frontage is Young Street—a narrow, residential/local road. It does not occupy the corner of two primary thoroughfares. No intersection of two major roads lies immediately adjacent to the lot (only one main road plus a minor side street), so by the given criteria it is an Inside Lot."
"Magic Sidney , 2680 W Michigan St , Sidney , OH , 45365",40.2881962,-84.1987428,40.2881698,-84.1987316,Take 5 Car Wash,Inside,"At all zoom levels the car wash is situated mid-block along W Michigan Street with only one true arterial bordering it. The drive on its west edge is a small residential access road into a subdivision (Meadowlane Drive), and the other surrounding drives serve adjacent parking lots (Lowe’s and Goffena Furniture). There is no intersection of two major roads directly abutting the circled lot – only one wide, multi-lane route (W Michigan St) – so it does not meet the Corner Lot criteria."
"Magic Tiffin , 2161 W Market St , Tiffin , OH , 44883",41.1107066,-83.2121582,41.1110115,-83.2116928,Take 5 Car Wash,Inside,"At all zoom levels the car wash sits mid-block along a single major road (Highway 18) rather than at the meeting of two primary roads. The only other adjacent drivelanes are private parking aisles serving the shopping center, not public thoroughfares. There is no second wide, marked road intersecting at the red-circled lot, and neighboring lots extend continuously to the east and west, consistent with an inside lot location."
"Magic Troy , 10 Kings Chapel Dr N , Troy , OH , 45373",40.0606203,-84.2497243,40.0606203,-84.2497243,Take 5 Car Wash,Corner,"Across all zoom levels the car wash sits directly at the junction of two multi-lane, named roads (W Main St/Route 41 on the south side and Kings Chapel Dr N on the east side). Both roads display highway shields, turn arrows, and wide travel lanes, and the lot has curb cuts onto each. Those are clear hallmarks of a Corner Lot: two major roads meeting adjacent to the circled property rather than it lying mid-block."
"Magic Van Wert , 7965 US-127 , Van Wert , OH , 45891",40.8877671,-84.5820105,40.8877613,-84.58218749999999,Take 5 Car Wash,Corner,"At all zoom levels the red-circled Take 5 is bounded on its west side by US-127 (a clearly marked, multi-lane highway with shields and turn arrows) and on its south side by the large on/off ramp for US-30.  Those two major highways meet immediately adjacent to the lot, forming a distinct corner.  Driveway entrances open directly onto both US-127 and the US-30 ramp—criteria that clearly satisfy the definition of a Corner Lot."
"Magic Waverly , 865 W Emmitt Ave , Waverly , OH , 45690",39.1137223,-82.9961453,39.1137253,-82.9963202,Take 5 Car Wash,Inside,"The car wash only fronts US-23 (a single major road) and is positioned mid-block between other properties. There is no true intersection of two primary roads directly adjacent to the red-circled lot. The only other paved connections are a private/service drive and an off-ramp, neither of which qualifies as a second major road. Higher-zoom imagery confirms the lot does not sit at the corner of two wide, labeled thoroughfares, so it is an inside lot."
"Magic Wilmington , 63 Holiday Dr , Wilmington , OH , 45177",39.4509774,-83.7972179,39.45089850000001,-83.7974634,Car Wash,Corner,"At all zoom levels the car wash lot sits directly at the intersection of US Hwy 22 (a four-lane state highway with turn arrows and crosswalks) and Holiday Drive (a two-lane commercial arterial serving multiple hotels and retail). The red-circled lot clearly fronts on both of these wide, busy roads — not on a minor alley or service drive — forming a true street corner. Driveway curb cuts on both US 22 and Holiday Drive and the presence of road markings and highway shields confirm that this is a Corner Lot."
"McFarland , 3205 Hunter Creek Rd , Northport , AL , 35473",33.2380959,-87.5641905,33.2381993,-87.5643192,Take 5 Car Wash,Corner,"The Take 5 Car Wash sits directly at the intersection of two major multi-lane roads: Hunter Creek Road (a signed state route) on its west side and McFarland North Boulevard (U.S. Highway 82) on its south. At both zoomed-out (Z17) and zoomed-in (Z18–19) levels, you can see clear turn lanes, multiple through‐lanes, and curb cuts providing direct access from each road. The lot faces two principal thoroughfares in a visible corner configuration, meeting the criteria for a Corner Lot."
"Mountain Edge , 200 East Commonwealth Dr , Wytheville , VA , 24382",36.9600105,-81.0960388,36.960010499999996,-81.09603880000002,Mountain Edge Express Wash,Inside,"The Mountain Edge Express Wash parcel only borders one major thoroughfare (the I-81 highway corridor) and a minor service drive/shared access road—not two intersecting primary roads. Higher-zoom imagery shows its only vehicle access is via a private drive tied into the adjacent Sheetz site rather than an intersection with another wide public street. Because it does not sit at the corner of two main roads, it meets the definition of an Inside Lot."
"NMALA_S.WhiteSands , 905 S White Sands Blvd , Alamogordo , NM , 88310",32.8807774,-105.9597223,32.8809981,-105.9593421,Zips Car Wash,Inside,"At all zoom levels the Zips Car Wash parcel sits mid-block along S White Sands Blvd rather than at the junction of two major roads. The nearest full cross‐street to the north (Cornell Ave) is across the Buffalo Wild Wings lot, and to the south (Mercury Ave) is across a hotel property. The red-circled lot only directly faces one wide arterial (S White Sands Blvd) and is bounded on its other sides by adjacent commercial parcels and service drives, so it does not occupy a true corner of two main roads."
"OLD SUDS STOP DO NOT USE , 123 1st St , Keyport , NJ , 7735",40.4390443,-74.1975317,40.4401133,-74.1937339,Agapitos Detailing,Inside,"At all zoom levels the red-circled lot sits mid-block on Cedar Street and only fronts one roadway. The nearest cross streets (Pine Street to the south and Myrtle Avenue to the west) are narrow, residential side roads, not major multi-lane arterials. There is no intersection of two wide or high-capacity roads directly adjacent to the lot. All other borders are residential properties or parkland. Because the car wash does not occupy a visible corner of two primary roads, it qualifies as an Inside Lot."
