original_name_address,original_latitude,original_longitude,found_car_wash_name,distance_miles,google_rating,google_user_rating_count,found_in_competitor_list,keyword_classification,keyword_classification_explanation,place_images_count,satellite_image_filename,image_classification,image_classification_justification,is_competitor
"FL0216 San Jose , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,Bubbles Car Wash,0.2451448918807,3.2,671,False,Can't say,"The business name ""Bubbles Car Wash"" is generic and does not contain specific keywords to classify it as a 'Competitor' or 'Not a Competitor'.",10,ChIJpWgnK27J5YgRkpPof7LyuRk.jpg,Not a Competitor,"The images indicate this car wash location, 'Bubbles Car Wash,' is more oriented toward manual or full-serve services rather than an express tunnel system. There is no visible long tunnel structure with entry and exit points, nor automated washing equipment inside a tunnel. Cars are shown parked under a covered area where manual wash and detailing are underway. As per the provided criteria, the absence of an express tunnel system disqualifies it from being classified as a competitor.",False
"FL0216 San Jose , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,Shell,0.408487838579326,4.3,84,False,Can't say,"The business name ""Shell"" is generic and does not contain any specific keywords to classify it as a Competitor or Not a Competitor.",10,ChIJH0xYUXDJ5YgRmhZZC8o80wM.jpg,Competitor,"The images show a tunnel structure labeled 'Car Wash Enter,' indicating the presence of a car wash system. The tunnel appears long enough to house automated washing equipment, and the visible signage and setup indicate this is an automated express car wash rather than manual cleaning. Branding and signage reinforce this conclusion as it promotes car wash services explicitly.",True
"FL0216 San Jose , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,Daily's Car Wash,0.462945608148712,2,4,False,Can't say,The input 'Daily's Car Wash' is too generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.,,ChIJZfet83DJ5YgRt4CSXUE2nGY.jpg,Not a Competitor,"The image does not show a visible express tunnel structure with entry and exit arches or indicate automated equipment inside. The building labeled 'Daily's Car Wash' appears to be small and does not seem to accommodate a long tunnel system (at least 34 feet). There is no clearly visible conveyor system or drive-through setup for cars to move sequentially. The image does not exhibit necessary features like rollers, brushes, or sprayers inside a tunnel. Hence, this location does not meet the criteria for classification as an Express Tunnel Car Wash competitor.",False
"FL0216 San Jose , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,Magic United.Number Spa,0.744772690193898,,,False,Can't say,The input 'Magic United.Number Spa' is generic and does not contain any specific keywords to classify it as a Competitor or Not a Competitor.,,ChIJnR0i43bJ5YgR9pn42Ae-ytA.jpg,Not a Competitor,"The image lacks clear evidence of an express tunnel car wash structure. There is no visible tunnel building or open-ended structure, no entrance or exit arches, and no cleaning equipment or conveyor system evident. The data provided does not fulfill the criteria set for identifying an express tunnel car wash.",False
"FL0216 San Jose , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,Dani Auto Detailing,0.934802384415596,5,5,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it includes the keyword 'Detailing', indicating a focus on value-added, non-automated services.",,,,,False
"FXN , 1606 N College Ave , Fort Collins , CO , 80524",40.6084985,-105.0750952,Signal Car Wash at North College,0.12497052758265,3.6,104,False,Can't say,"The business name ""Signal Car Wash at North College"" is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",10,ChIJ5zH9Hn81aYcR35XsRH6_cJM.jpg,Not a Competitor,"The images show a self-serve car wash facility with individual open bays where customers manually clean their cars. There is no tunnel structure visible, nor are there automated cleaning and drying equipment along with a conveyor system. The site lacks the features indicative of an express tunnel car wash, like a long narrow building with entry and exit arches or automated exterior cleaning equipment. The presence of vacuum stations nearby is noted but does not fulfill the must-have criteria for classification as an Express Tunnel Car Wash competitor.",False
"FXN , 1606 N College Ave , Fort Collins , CO , 80524",40.6084985,-105.0750952,Mini Storage at North College Signal Car Wash,0.127153772078187,3.3,12,False,Can't say,"The business name ""Mini Storage at North College Signal Car Wash"" contains the generic term ""Car Wash"" but lacks specific keywords to classify it as a ""Competitor"" (e.g., Express, Tunnel) or ""Not a Competitor"" (e.g., Hand Wash, Self Serve).",8,ChIJ6UxeCH81aYcRXMpWwqD_7vY.jpg,Not a Competitor,"The car wash in the images appears to be a self-service structure with individual washing bays where customers manually clean their vehicles using equipment like hoses. There is no sign of an express tunnel system with automated equipment, nor a conveyor system to guide cars through a tunnel. The presence of a typical self-service car wash layout eliminates it from being classified as an express tunnel competitor. Additionally, the signage does not indicate 'Express' or 'Tunnel Wash,' and the structure is not long enough to confirm a tunnel system.",False
"FXS , 3500 S Timberline Rd , Fort Collins , CO , 80525",40.539518,-105.0386416,Bighorn Carwash and Detail,0.275345893428061,4.8,64,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it contains the keyword 'Detail', which indicates a non-automated or value-added service.",,,,,False
"FXS , 3500 S Timberline Rd , Fort Collins , CO , 80525",40.539518,-105.0386416,Carriage Corner Carwash,0.275345893428061,3.9,96,False,Can't say,"The input ""Carriage Corner Carwash"" is generic and does not contain specific keywords to classify it as a competitor or not a competitor.",10,ChIJIzxi5VZLaYcRQd6R78qunsg.jpg,Not a Competitor,"The images show a self-service car wash location with individual bays where users manually clean their cars using hoses and other equipment. No evidence of a tunnel structure with an automated express system is visible. There are no entry or exit arches, no signs of conveyorized washing or automated equipment cleaning the exterior of cars in a tunnel. The cleaning process relies on manual operation by the users, which disqualifies this location as an express tunnel car wash competitor.",False
"FXS , 3500 S Timberline Rd , Fort Collins , CO , 80525",40.539518,-105.0386416,Corner Store Car Wash,0.98986411762852,4,2,False,Can't say,"The business name ""Corner Store Car Wash"" is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",1,ChIJM4IlfK5MaYcRiGemitllKRI.jpg,Not a Competitor,"The images show a car wash location with limited visible features to fully classify it as an Express Tunnel Car Wash competitor. While there is a structure labeled 'Car Wash,' there is no clear evidence of a long tunnel system with automated cleaning equipment, conveyor tracks, or cars lined up inside a tunnel. Additionally, the images do not reveal entry and exit arches or other structural elements typical for an express tunnel system. The site does not meet criteria such as having a minimum tunnel length or visible automated equipment working independently on cars.",False
"Five Star Ramsey , 3505 Ramsey St , Fayetteville , NC , 28311",35.107247,-78.8793595,Whistle Express Car Wash,0.0105368494006109,4.7,1180,True,,,,,,,True
"Five Star Ramsey , 3505 Ramsey St , Fayetteville , NC , 28311",35.107247,-78.8793595,Laser Wash,0.156631738193379,,,False,Competitor,"The term ""Laser Wash"" implies an automated, touchless car wash system, aligning with the characteristics of a Competitor.",,,,,True
"Five Star Skibo , 2106 Skibo Rd , Fayetteville , NC , 28314",35.0525105,-78.9742054,Showcase Car Wash and Detailing,0.365611966300096,5,17,False,Not a Competitor,"The business name includes 'Detailing', which is a keyword for 'Not a Competitor'.",,,,,False
"Five Star Skibo , 2106 Skibo Rd , Fayetteville , NC , 28314",35.0525105,-78.9742054,Car Wash,0.454502018937715,3,9,False,Can't say,"The input ""{{Car Wash}}"" is generic and does not contain sufficient keywords to classify it as a Competitor or Not a Competitor.",4,ChIJcw2BRdQUq4kRqscKOXwMvQ0.jpg,Not a Competitor,"The images show a facility where cars are cleaned manually, as visible in the photographs showing attendants using hoses and brushes directly on the car surfaces and engaging in interior cleaning activities. No long tunnel structure or automated cleaning equipment is visible, nor are signs of a conveyorized wash system present. Additionally, the facility layout does not resemble that of an express tunnel wash. Absence of drive-through experience and signs of automated express systems confirm this classification.",False
"Five Star Wendover , 3608 W Wendover Ave , Greensboro , NC , 27407",36.0607663,-79.8694795,Autobell Car Wash,0.605527435422905,3.7,424,True,,,,,,,True
"Five Star Wendover , 3608 W Wendover Ave , Greensboro , NC , 27407",36.0607663,-79.8694795,Evershine Car Wash,0.926678450240869,4.7,146,False,Can't say,The input 'Evershine Car Wash' is generic and does not contain any specific keywords to classify it as a competitor or not a competitor.,5,ChIJYbZEeWcbU4gRAGv-hV7CUtQ.jpg,Competitor,"The images and provided information strongly indicate that this is an Express Tunnel Car Wash competitor. The overview image shows a tunnel structure where cars enter and exit in a clear straight line, which is indicative of a conveyorized tunnel system. The interior images show automated spraying and washing equipment working on the exterior of the car, with no manual intervention being performed during the wash phase. The customer remains inside the vehicle, a hallmark of the express drive-through experience. The related setup fits well with the classification of an express tunnel car wash model.",True
"FoamWorks Fayetteville , 1512 GA-85 , Fayetteville , GA , 30214",33.4872303,-84.4341295,Quality Mobile Car Detailing,0.314088910812043,,,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it contains the keywords ""Mobile"" and ""Detailing"".",,,,,False
"FoamWorks Stockbridge , 3520 GA-138 , Stockbridge , GA , 30281",33.5490249,-84.2738085,bp,0.521082399631614,,,False,Can't say,The input '{{bp}}' is generic and does not contain enough specific keywords to classify it as a Competitor or Not a Competitor.,4,ChIJl8FCmT1X9IgRH48jSiOJ-bA.jpg,Not a Competitor,"The provided images do not show evidence of an express car wash tunnel system. There are no visible structures indicating a long, narrow automated tunnel with brushes, sprayers, or conveyor systems. The location appears to be a gas station, and there are no features like tunnel entrances/exits or cleaning equipment typically related to express tunnel car washes.",False
"Full Throttle Car Wash , 51 Craft Dr , Alamosa , CO , 81101",37.4765837,-105.8945442,Pester Marketing Co,0.869324896817271,3.7,6,False,Can't say,"The name ""Pester Marketing Co"" is generic and does not contain any keywords to classify it as a competitor or not a competitor car wash.",,ChIJrXoDZPR7FocRQX7t5Cao-k8.jpg,Not a Competitor,The image does not show any identifiable tunnel structure or car wash equipment. There is no visible signage indicating an express tunnel car wash and no conveyor system appears in the image. The facility shown seems to be a convenience store and associated gas station.,False
"GA0107 Cartersville Joe Frank Harris Pkwy , 1330 Joe Frank Harris Pkwy SE , Cartersville , GA , 30120",34.2071766,-84.8163398,Rocket Wash,0.025245177291124,,,False,Competitor,"The term ""Rocket"" suggests speed and efficiency, aligning with the characteristics of an automated, full-service wash, thus classified as a Competitor.",,,,,True
"GA0107 Cartersville Joe Frank Harris Pkwy , 1330 Joe Frank Harris Pkwy SE , Cartersville , GA , 30120",34.2071766,-84.8163398,Circle K,0.164983552280423,4.6,118,False,Can't say,"The business name ""Circle K"" is generic and does not contain specific keywords to classify it as a competitor or not a competitor in the car wash industry.",10,ChIJRRIv6zNO9YgRZ6Pymra_Ga0.jpg,Not a Competitor,"The images primarily depict convenience store infrastructure and branding associated with Circle K, including coffee, food, drink stations, and staff branding, along with an overhead image showing a small building with what appears to be a gas station and no clear evidence of an express tunnel car wash. There are no visible features indicating a tunnel structure, conveyor system, or automated cleaning equipment typical of an express tunnel car wash. Additional evidence related to car wash amenities would be required for a proper classification.",False
"GA0107 Cartersville Joe Frank Harris Pkwy , 1330 Joe Frank Harris Pkwy SE , Cartersville , GA , 30120",34.2071766,-84.8163398,Executive Auto Recon,0.430720596680282,4,1,False,Can't say,"The term ""Auto"" is present in the business name, which falls under the 'Can't Say' criteria.",,ChIJ_wLmsstP9YgRFh9WIHA08dQ.jpg,Not a Competitor,"The image does not show a tunnel structure or any features indicative of an automated express car wash system. There is no visible entry/exit arches, conveyor system, or cleaning equipment present. The location resembles a residential or small-scale business setup rather than an express tunnel car wash.",False
"GA0107 Cartersville Joe Frank Harris Pkwy , 1330 Joe Frank Harris Pkwy SE , Cartersville , GA , 30120",34.2071766,-84.8163398,Mey detaling,0.763799477698979,,,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it contains the keyword 'detailing', indicating a niche service provider.",,,,,False
"GA0107 Cartersville Joe Frank Harris Pkwy , 1330 Joe Frank Harris Pkwy SE , Cartersville , GA , 30120",34.2071766,-84.8163398,Sparkles Car Wash,0.891510220693774,4.2,19,False,Can't say,"The input ""Sparkles Car Wash"" is generic and does not contain specific keywords to classify it as Competitor or Not a Competitor.",,ChIJi4fZSCpO9YgRWfoDsf26E-4.jpg,Not a Competitor,"The image does not show a visible tunnel structure or any equipment indicative of an express tunnel car wash. There are no entrance or exit arches, conveyor systems, or automated cleaning equipment visible. Additionally, there is no signage indicating 'Express' or similar branding, and the structure resembles more of a covered storage or workspace rather than a car wash tunnel for vehicles. Vacuum stations are also not evident.",False
"GA0107 Cartersville Joe Frank Harris Pkwy , 1330 Joe Frank Harris Pkwy SE , Cartersville , GA , 30120",34.2071766,-84.8163398,Mach-1 Express Wash of Cartersville,0.926653030463817,3.5,96,False,Competitor,"The business name contains the keyword ""Express"", which indicates an automated or full-service wash, classifying it as a Competitor.",,,,,True
"GA0108 Summerville N. Commerce St. , 10805 Commerce St , Summerville , GA , 30747",34.4939387,-85.3369413,LUV Car Wash,0.374267822236785,4.8,1106,True,,,,,,,True
"GA0108 Summerville N. Commerce St. , 10805 Commerce St , Summerville , GA , 30747",34.4939387,-85.3369413,Amoco,0.783763171476323,4.3,25,False,Can't say,The input 'Amoco' is a generic brand name and does not contain specific keywords to classify it as 'Competitor' or 'Not a Competitor'.,1,ChIJoQiLiDchYIgRIM0x5v0E6zc.jpg,Not a Competitor,"The images provided do not show a tunnel structure characteristic of an express tunnel car wash. The exterior image appears to depict a small store area, possibly associated with a convenience mart, but no tunnel system, entrance or exit arch, or automated washing equipment is visible. The interior image shows shelves and refrigerators typical of a store but offers no clues to a car wash operation. There are no visible signs of a conveyor system, vacuum stations, or branding related to express tunnel washing.",False
"GO Car Wash , 12520 Frederick St , Moreno Valley , CA , 92553",33.9389565,-117.2609291,Shell,0.0741513802333669,3.6,62,False,Can't say,The input 'Shell' is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor based on the provided criteria.,6,ChIJlThSoqmo3IARnUCs64IZWow.jpg,Not a Competitor,"The provided images depict a Shell gas station with convenience store facilities and standard car wash services mentioned in signage. However, there is no visible express tunnel structure with automated cleaning equipment, conveyor systems, or entry/exit arches designed for vehicle cleaning using an automated exterior wash system. The images primarily showcase gas fueling stations and the storefront rather than the characteristics of an Express Tunnel Car Wash.",False
"GO Car Wash , 12520 Frederick St , Moreno Valley , CA , 92553",33.9389565,-117.2609291,Circle K | Car Wash,0.232744026088789,5,1,False,Can't say,The term 'Car Wash' is too generic and lacks specific keywords like 'Express' or 'Self Serve' to determine if it's a competitor or not.,,ChIJDcP9iAGm3IARsL9DJ4_WryE.jpg,Not a Competitor,"The image shows a car wash location with a building structure, but there is no visible express tunnel that meets the criteria. There are no identified entrance or exit arches labeled 'Enter' or 'Exit,' nor do there appear to be automated cleaning equipment such as brushes or overhead sprayers inside a tunnel. The length of the structure does not appear sufficient to be an express tunnel of at least 34 feet, and there is no evidence of a conveyor system or drive-through experience. Vacuum stations are also not clearly visible. Hence, it does not classify as an Express Tunnel Car Wash competitor.",False
"GO Car Wash , 12520 Frederick St , Moreno Valley , CA , 92553",33.9389565,-117.2609291,iCarwash Express,0.518406991493762,3.9,297,False,Competitor,"The business is classified as a Competitor because it contains the keyword ""Express"".",,,,,True
"GO Car Wash , 12520 Frederick St , Moreno Valley , CA , 92553",33.9389565,-117.2609291,Unlimited Car Wash,0.532659716692721,3,2,False,Can't say,"The input ""Unlimited Car Wash"" is generic and does not contain specific keywords to classify it as a 'Competitor' or 'Not a Competitor'.",,ChIJ8Q2pjR2m3IARi4yTVMiu2t8.jpg,Competitor,"The image shows a long, narrow building that matches the typical structure of an express tunnel car wash. There are entry and exit arches visible, suggesting a tunnel through which cars enter and exit. The naming includes 'Unlimited Car Wash' and 'Carwash Express,' which are strong branding indicators for an express car wash model. The presence of additional cars and space around supports the likelihood of a conveyorized system with automated cleaning equipment, fitting the criteria for a competitor.",True
"GO Car Wash , 12520 Frederick St , Moreno Valley , CA , 92553",33.9389565,-117.2609291,Quick Quack Car Wash,0.85728120270402,4.8,2397,True,,,,,,,True
"GO Car Wash , 12520 Frederick St , Moreno Valley , CA , 92553",33.9389565,-117.2609291,Waterdrops Express Car Wash,0.928591775512292,4.4,385,False,Competitor,"The business name contains the keyword ""Express"", indicating an automated, full-service, or drive-through-style wash.",,,,,True
"GO Car Wash , 12520 Frederick St , Moreno Valley , CA , 92553",33.9389565,-117.2609291,Shell,0.977904052867653,3.6,85,False,Can't say,"The input ""Shell"" is too generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",8,ChIJeV8kAKCo3IARw0s8zAk-lY0.jpg,Not a Competitor,"The images show a Shell gas station with a small car wash building labeled 'Car Wash,' but there is no evidence of a long express tunnel structure or automated equipment visible. The building appears too short to house a typical express tunnel system. Additionally, there are no visible conveyor systems, automated cleaning equipment, or covered vacuum station areas that are adjacent to the wash. It does not meet the criteria for an express tunnel car wash system.",False
"GO Car Wash- 412 Rock Port , 2200 Rock Port Dr , Harrisonburg , VA , 22801",38.4050476,-78.8677602,Hang 10 Car Wash,0.300325712144328,4.7,410,True,,,,,,,True
"GO Car Wash- 413 Market , 2335 E Market St , Harrisonburg , VA , 22801",38.4210548,-78.8382949,Quik Wash,0.143288541775228,4.8,12,False,Competitor,"The business name contains 'Quik', which is a variation of 'Quick', indicating an automated or fast car wash service.",,,,,True
"GO Car Wash- 413 Market , 2335 E Market St , Harrisonburg , VA , 22801",38.4210548,-78.8382949,Carwash Redimidos por Cristo / Mobile Car Wash,0.266301606661693,5,9,False,Not a Competitor,"The business emphasizes 'Mobile Car Wash', which indicates a non-competitor service.",,,,,False
"GO Car Wash- 413 Market , 2335 E Market St , Harrisonburg , VA , 22801",38.4210548,-78.8382949,Self-Service Car Wash,0.766194148818366,3.5,13,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it contains the keyword 'Self-Service', which indicates a customer-operated service.",,,,,False
"GO Car Wash- 413 Market , 2335 E Market St , Harrisonburg , VA , 22801",38.4210548,-78.8382949,Royal Rinse Car Wash,0.846042342413608,3.9,211,False,Can't say,"The input ""Royal Rinse Car Wash"" is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",10,ChIJ282GspCStIkRfSXK7E9cjpw.jpg,Not a Competitor,"The images provided depict a self-serve car wash location with multiple individual bays where customers manually clean their vehicles. There is no visible long tunnel structure with entry and exit doors, nor any automated equipment indicative of an express tunnel system present. The facility includes vacuum stations and manual payment kiosks, but lacks a conveyorized wash system or automated exterior cleaning equipment inside a tunnel of at least 34 feet in length. The cleaning process is entirely manual and does not meet the criteria for an express tunnel car wash.",False
"GO Car Wash- 413 Market , 2335 E Market St , Harrisonburg , VA , 22801",38.4210548,-78.8382949,White Horse Auto Wash,0.986574937848149,4.8,1142,True,,,,,,,True
"Gaffney , 1521 W Floyd Baker Blvd , Gaffney , SC , 29341",35.0895526,-81.6636002,Splash N Dash Car Wash,0.036499692267702,4.1,87,False,Competitor,"The business name ""Splash N Dash Car Wash"" contains the word ""Dash"", which implies speed or quickness, aligning with the characteristics of an automated or express car wash.",,,,,True
"Gaffney , 1521 W Floyd Baker Blvd , Gaffney , SC , 29341",35.0895526,-81.6636002,Simoniz,0.336867065799631,,,False,Can't say,The input 'Simoniz' is a generic brand name and does not contain specific keywords to classify it as 'Competitor' or 'Not a Competitor'.,,ChIJg4AtazcFV4gRwXegQuSF2YA.jpg,Competitor,"The image clearly shows a tunnel structure consistent with an express tunnel car wash setup. This is indicated by the long, narrow building with defined entry and exit points, and adjacent areas for cars to line up. Although no detailed view of the interior equipment is available, the infrastructure supports the presence of an automated car wash system. The visible layout aligns well with express tunnel characteristics, including a typical drive-through format.",True
"Gaffney , 1521 W Floyd Baker Blvd , Gaffney , SC , 29341",35.0895526,-81.6636002,Cruizers Car Wash,0.340488466631901,4.1,304,False,Can't say,"The input ""Cruizers Car Wash"" is generic and does not contain specific keywords to classify it as 'Competitor' or 'Not a Competitor'.",10,ChIJbQ7RajcFV4gRfDjFD_75QC0.jpg,Not a Competitor,"The images do not clearly show a tunnel structure characteristic of an Express Tunnel Car Wash. There is no visible conveyorized system, entrance/exit arches, or automated equipment inside a long tunnel for exterior cleaning. Many photos depict manual cleaning with open car doors, suggesting interior cleaning and customer interaction outside the car. Additionally, the branding and signage do not explicitly indicate 'Express' or 'Tunnel Wash,' and the setup seems more geared toward full-service or manual detailing.",False
"Gaffney , 1521 W Floyd Baker Blvd , Gaffney , SC , 29341",35.0895526,-81.6636002,Circle K,0.428335333956668,3.9,108,False,Can't say,"The input ""Circle K"" is a generic name and does not contain any specific keywords to classify it as a competitor or not a competitor in the car wash business. It's a generic name.",10,ChIJF8CKwDcFV4gRZhp7d_BiaOw.jpg,Not a Competitor,"The images show a Circle K convenience store with a car wash section. However, the car wash does not clearly exhibit a long, narrow tunnel structure that meets the express tunnel criteria. Equipment inside the tunnel is not shown, nor is there evidence of automated exterior-only cleaning systems exceeding 34 feet in length. The visible entrance and lack of detailed tunnel views suggest this is likely a manual or short automated wash, not an express tunnel.",False
"Gaffney , 1521 W Floyd Baker Blvd , Gaffney , SC , 29341",35.0895526,-81.6636002,Circle K | Car Wash,0.438924301470238,,,False,Can't say,The business name 'Circle K | Car Wash' is too generic and does not contain specific keywords to classify it as Competitor or Not a Competitor. The term 'Car Wash' is generic.,,ChIJQR27m8UFV4gRqnywM-aE3YU.jpg,Competitor,"The image displays a clear tunnel structure, indicative of a long and narrow building used for cars to enter and exit in a straight line. The area labeled 'Circle K Car Wash' implies the presence of branding that might suggest automated car wash services. Although interior equipment details are not visible, the layout strongly suggests an express tunnel model.",True
"Gaffney , 1521 W Floyd Baker Blvd , Gaffney , SC , 29341",35.0895526,-81.6636002,Burns Buy Here Pay Here of Gaffney,0.742100163386629,5,39,False,Can't say,"The business name 'Burns Buy Here Pay Here of Gaffney' does not contain any keywords related to car washing, nor does it contain specific 'Can't Say' keywords like 'Lube' or 'Auto'. However, it cannot be classified as a car wash business based on the provided criteria, hence 'Can't say'.",5,ChIJR51kyw4FV4gRVWhL-Ij2_KI.jpg,Not a Competitor,"The images depict a Chevrolet dealership with standard amenities, not an express tunnel car wash. No tunnel structure, conveyorized wash system, or automated equipment is visible. The focus is on vehicle sales and possibly hand washing or servicing at an unrelated car wash nearby. There is no signage indicating an express tunnel wash on-site.",False
"Gaffney , 1521 W Floyd Baker Blvd , Gaffney , SC , 29341",35.0895526,-81.6636002,Rainbow Car Wash,0.975182604221992,3.7,19,False,Can't say,"The input ""Rainbow Car Wash"" is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor. Therefore, it is classified as 'Can't say'.",,ChIJgaTmIhkFV4gRaSFFzCCXlNg.jpg,Not a Competitor,"The image shows a structure likely associated with car washing but does not display clear indicators of an Express Tunnel Car Wash. There are no visible entrance and exit arches, conveyor systems, or automated equipment within a tunnel structure. The building does not appear to have the length or design typical of a tunnel wash system, and there are no visible queues of cars or signage indicating express or tunnel wash services.",False
"Glasshouse Autospa , 1275 N Military Trl , West Palm Beach , FL , 33409",26.6911025,-80.1123056,Prestige Hdetailing Auto Studio,0.304373964156511,,,False,Not a Competitor,"The business name contains ""Hdetailing"", which is a misspelling of ""Detailing"", classifying it as ""Not a Competitor"".",,,,,False
"Glasshouse Autospa , 1275 N Military Trl , West Palm Beach , FL , 33409",26.6911025,-80.1123056,Whistle Express Car Wash,0.333785149687405,4.5,695,True,,,,,,,True
"Glasshouse Autospa , 1275 N Military Trl , West Palm Beach , FL , 33409",26.6911025,-80.1123056,$5 Car Wash,0.496890688306516,3.6,26,False,Can't say,The input '5 Car Wash' is generic and does not contain specific keywords to classify it as Competitor or Not a Competitor.,10,ChIJx3KLic8p2YgRM8acErz0GhY.jpg,Not a Competitor,"Based on the provided images, the location lacks a tunnel structure or conveyor system, both of which are mandatory for an express tunnel car wash competitor classification. The facility appears to focus on manual exterior car washing, as evidenced by the individual manually cleaning a car with soap. No automated equipment or tunnel cleaning system is visible. Moreover, there is no clear signage indicating express or tunnel features, and the setup shown does not suggest cars are driven through a cleaning tunnel with automated machinery.",False
"Glasshouse Autospa , 1275 N Military Trl , West Palm Beach , FL , 33409",26.6911025,-80.1123056,Auto Spa,0.514268876392478,3.8,581,False,Can't say,"The term ""Auto"" is present, which is a generic keyword, and no specific competitor or non-competitor keywords were found.",10,ChIJawBlM84p2YgRKw59TaOxGNg.jpg,Not a Competitor,"The images show manual cleaning being performed by attendants under covered stations, indicating a hand wash setup rather than an automated express tunnel system. There is no evidence of a tunnel structure with entry and exit arches or automated equipment for exterior cleaning of cars. The setup focuses on manual detailing without the use of any conveyor system or automated tunnel wash features. Interior cleaning is also observed in the images, which is not characteristic of a strict express tunnel car wash model.",False
"Glasshouse Autospa , 1275 N Military Trl , West Palm Beach , FL , 33409",26.6911025,-80.1123056,Dubble Bubble Detailz LLC,0.599197306377669,5,120,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it contains the keyword 'Detailz', which is a variation of 'Detailing', indicating a non-competitive service.",,,,,False
"Go Car Wash , 5812 McPherson Rd , Laredo , TX , 78041",27.5542762,-99.4808274,Royal Laser Wash,0.0565210248109159,4.1,45,False,Competitor,"The term ""Laser"" implies an automated, modern car wash system, aligning with the characteristics of a Competitor.",,,,,True
"Go Car Wash , 5812 McPherson Rd , Laredo , TX , 78041",27.5542762,-99.4808274,Tobias Details,0.104714442942405,,,False,Not a Competitor,"The business is classified as 'Not a Competitor' because the name contains the keyword 'Details', indicating detailing services.",,,,,False
"Go Car Wash , 5812 McPherson Rd , Laredo , TX , 78041",27.5542762,-99.4808274,Conoco,0.647761673477303,3.8,29,False,Can't say,"The input ""Conoco"" is a generic name and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",1,ChIJXcyFG_0gYYYRcMBcCoU2_vI.jpg,Not a Competitor,"The provided images show a location with a rectangular structure near a convenience store, with no clear signs of an express car wash tunnel. There are no visible entrance or exit arches labeled 'Enter' or 'Exit,' no conveyor system or equipment visible inside a tunnel for automated wash systems, and no branding or signage indicating 'Express' or 'Tunnel Wash.' Additionally, the lack of visible cleaning infrastructure or cars aligned for a drive-through experience suggests this location is not an express tunnel car wash.",False
"Go Car Wash , 5812 McPherson Rd , Laredo , TX , 78041",27.5542762,-99.4808274,Royal Laser Wash,0.809707299791147,4.4,5,False,Competitor,"The term ""Laser Wash"" implies an automated, drive-through car wash system, classifying it as a Competitor.",,,,,True
"Go Car Wash , 5812 McPherson Rd , Laredo , TX , 78041",27.5542762,-99.4808274,Token Car Wash,0.870171375470474,3.8,227,False,Can't say,"The name ""Token Car Wash"" is generic and does not contain specific keywords to classify it as a competitor or not a competitor.",10,ChIJAwG018AgYYYR4763Cl7rd_w.jpg,Not a Competitor,"The images indicate a self-serve car wash setup with multiple stations for manual washing using high-pressure water guns, brushes, and other equipment. There is no evidence of a tunnel structure or automated equipment for washing cars. No conveyor systems or drive-through experience were observed, and customers are manually interacting with the equipment. The location does not meet the criteria for an express tunnel car wash competitor.",False
"Goldsboro , 2928 US Hwy 70 W , Goldsboro , NC , 27530",35.4300102,-78.0650079,Sheetz,0.201579126944457,4.3,467,False,Can't say,"The input ""Sheetz"" is a generic name and does not contain any specific keywords to classify it as a Competitor or Not a Competitor.",10,ChIJcwW4ZF4FrIkR3qmjhB3ClLY.jpg,Not a Competitor,"The image displays a convenience store setup, with beverage displays, food sections, and eating areas. The presence of these features indicates a focus on retail and dining rather than car washing. There is no observable tunnel structure, automated equipment, signage indicating express tunnel washing, or conveyor system visible in the images. Therefore, this location does not meet the criteria for classification as an express tunnel car wash.",False
"Greensboro Ã¢â‚¬â€œ Lake Oconee , 6135 Lake Oconee Pkwy , Greensboro , GA , 30642",33.4603366,-83.2422227,Oconee Car Wash,0.245786820842393,3.7,28,False,Can't say,"The input ""Oconee Car Wash"" is generic and does not contain specific keywords to classify it as a 'Competitor' or 'Not a Competitor'.",1,ChIJjf3AfM_y9ogR9Dyx8-8wbIA.jpg,Not a Competitor,"The images show a car wash location with multiple open stalls and no evidence of a long automated tunnel system. There are no visible entry or exit arches or doors, no conveyor systems, and no automated equipment for exterior cleaning of vehicles in a tunnel format. Additionally, the setup suggests manual or self-service washing rather than an express tunnel model.",False
